rank,run_name,model,best_test_acc,best_test_macro_f1,best_test_event_synops,final_test_acc,final_test_macro_f1,final_test_event_synops,status
92,srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1,srm,0.9727,0.9725518764885586,78395887000.0,0.9718,0.9716649086956484,78390538000.0,DONE
93,dynsrm__id047__tr1p5__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls1,dynsrm,0.9727,0.972528651456562,79234574500.0,0.9722,0.9720098772940358,79234134000.0,DONE
94,srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1,srm,0.9727,0.9724938353341624,77800439000.0,0.9704,0.9700857092387174,77697200500.0,DONE
95,dynsrm__id030__tr4__trefr10__vth0p3__lr0p0005__a4__ig1__ls0p8,dynsrm,0.9727,0.9724412464922952,81373327500.0,0.9721,0.9717943337507516,81382640500.0,DONE
96,alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2,alif,0.9725,0.9722591113793396,77851505000.0,0.9722,0.9719499380423002,77850600500.0,DONE
97,srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1,srm,0.9719,0.9715519710010752,77909690500.0,0.9715,0.9712041019920898,77889154500.0,DONE
98,srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1,srm,0.9718,0.9716445645614658,79044727000.0,0.9716,0.9714037861450426,79046201000.0,DONE
99,alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1,alif,0.9717,0.9715189187612328,77594298500.0,0.971,0.9707598814696136,77560175000.0,DONE
100,srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1,srm,0.9716,0.971436662260298,86044041000.0,0.9699,0.9696721951280508,86041767500.0,DONE
101,lif__id007__tau4__vth0p7__lr0p001__a4__ig1p2__ls0p8,lif,0.9716,0.971358190983587,83119575500.0,0.9704,0.9701640901899844,83117583000.0,DONE
102,srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1,srm,0.9716,0.9713577068991726,82531682000.0,0.9687,0.968414463126516,82480478000.0,DONE
103,alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8,alif,0.9715,0.9712854671960004,78544570500.0,0.9706,0.9703551597222312,78526738500.0,DONE
104,srm__id042__tr2__trefr10__vth1__lr0p0005__a6__ig1__ls1,srm,0.9715,0.9712719369185188,81890538500.0,0.9707,0.9705111080602564,81886243500.0,DONE
105,lif__id015__tau2__vth0p7__lr0p0008__a4__ig0p8__ls1,lif,0.9714,0.9712268214833016,78131974500.0,0.9708,0.9706197455076052,78125522500.0,DONE
106,dynsrm__id027__tr3__trefr10__vth0p5__lr0p0008__a8__ig1p5__ls1,dynsrm,0.9713,0.9709762940114846,77683670000.0,0.9692,0.968909223609126,77657676500.0,DONE
107,dynsrm__id005__tr2__trefr16__vth0p7__lr0p0005__a8__ig1p2__ls0p8,dynsrm,0.9712,0.9710002386182016,79581862000.0,0.9705,0.9702714751265822,79570136500.0,DONE
108,lif__id017__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2,lif,0.9712,0.9709490181912476,78164510000.0,0.969,0.9687537684655848,77964094500.0,DONE
109,lif__id031__tau4__vth0p3__lr0p0008__a8__ig1p5__ls1,lif,0.9712,0.9709328944138372,77342786500.0,0.9703,0.9699953031560684,77316426000.0,DONE
110,dynsrm__id024__tr4__trefr8__vth0p3__lr0p0008__a4__ig1p2__ls1,dynsrm,0.9711,0.9708615785626048,79950146500.0,0.9706,0.9703327732471128,79953069000.0,DONE
111,srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2,srm,0.9709,0.9707277475160884,84935590500.0,0.9701,0.969969107946757,84928211500.0,DONE
112,alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8,alif,0.9709,0.97065503502821,77933499000.0,0.9696,0.969454776017279,77935655000.0,DONE
