run_name,model,best_test_acc,best_test_macro_f1,best_test_event_synops,final_test_acc,final_test_macro_f1,final_test_event_synops,csv_path,summary_path,best_model_path,final_model_path,status
srm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1,srm,0.978,0.9778030531426484,79146654500.0,0.9765,0.9763402352636902,79143316000.0,./result/fintune/runs/srm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_111115.csv,./result/fintune/runs/srm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_111115_summary.json,./result/fintune/runs/srm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_111115_best_model.pth,./result/fintune/runs/srm__id000__tr2__trefr10__vth0p5__lr0p0008__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_111115_final_model.pth,DONE
srm__id002__tr2p5__trefr8__vth1__lr0p0005__a4__ig1p5__ls1p2,srm,0.9747,0.9745856476770282,83454497500.0,0.9742,0.9740655344910608,83366394500.0,./result/fintune/runs/srm__id002__tr2p5__trefr8__vth1__lr0p0005__a4__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_113815.csv,./result/fintune/runs/srm__id002__tr2p5__trefr8__vth1__lr0p0005__a4__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_113815_summary.json,./result/fintune/runs/srm__id002__tr2p5__trefr8__vth1__lr0p0005__a4__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_113815_best_model.pth,./result/fintune/runs/srm__id002__tr2p5__trefr8__vth1__lr0p0005__a4__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_113815_final_model.pth,DONE
srm__id003__tr4__trefr16__vth0p5__lr0p001__a8__ig0p8__ls1p2,srm,0.9758,0.975592914599245,77745969500.0,0.9747,0.9744645278800732,77729442000.0,./result/fintune/runs/srm__id003__tr4__trefr16__vth0p5__lr0p001__a8__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_113815.csv,./result/fintune/runs/srm__id003__tr4__trefr16__vth0p5__lr0p001__a8__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_113815_summary.json,./result/fintune/runs/srm__id003__tr4__trefr16__vth0p5__lr0p001__a8__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_113815_best_model.pth,./result/fintune/runs/srm__id003__tr4__trefr16__vth0p5__lr0p001__a8__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_113815_final_model.pth,DONE
srm__id005__tr1p5__trefr8__vth0p7__lr0p0005__a8__ig1__ls0p8,srm,0.9739,0.9736434553689852,79168476000.0,0.9735,0.9732650390409572,79159533500.0,./result/fintune/runs/srm__id005__tr1p5__trefr8__vth0p7__lr0p0005__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_120507.csv,./result/fintune/runs/srm__id005__tr1p5__trefr8__vth0p7__lr0p0005__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_120507_summary.json,./result/fintune/runs/srm__id005__tr1p5__trefr8__vth0p7__lr0p0005__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_120507_best_model.pth,./result/fintune/runs/srm__id005__tr1p5__trefr8__vth0p7__lr0p0005__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_120507_final_model.pth,DONE
srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1,srm,0.9719,0.9715519710010752,77909690500.0,0.9715,0.9712041019920898,77889154500.0,./result/fintune/runs/srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_120507.csv,./result/fintune/runs/srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_120507_summary.json,./result/fintune/runs/srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_120507_best_model.pth,./result/fintune/runs/srm__id004__tr2__trefr12__vth0p3__lr0p0008__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_120507_final_model.pth,DONE
srm__id007__tr2p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1,srm,0.9738,0.9735279913270832,77607456500.0,0.9726,0.9723511826020552,77573123500.0,./result/fintune/runs/srm__id007__tr2p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_123153.csv,./result/fintune/runs/srm__id007__tr2p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_123153_summary.json,./result/fintune/runs/srm__id007__tr2p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_123153_best_model.pth,./result/fintune/runs/srm__id007__tr2p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_123153_final_model.pth,DONE
srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1,srm,0.9716,0.971436662260298,86044041000.0,0.9699,0.9696721951280508,86041767500.0,./result/fintune/runs/srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_123153.csv,./result/fintune/runs/srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_123153_summary.json,./result/fintune/runs/srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_123153_best_model.pth,./result/fintune/runs/srm__id006__tr3__trefr12__vth0p7__lr0p0005__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_123153_final_model.pth,DONE
srm__id008__tr2p5__trefr6__vth1__lr0p001__a8__ig0p8__ls0p8,srm,0.9776,0.9774288459509988,78719714000.0,0.9759,0.9756507952459772,78609384000.0,./result/fintune/runs/srm__id008__tr2p5__trefr6__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_125838.csv,./result/fintune/runs/srm__id008__tr2p5__trefr6__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_125838_summary.json,./result/fintune/runs/srm__id008__tr2p5__trefr6__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_125838_best_model.pth,./result/fintune/runs/srm__id008__tr2p5__trefr6__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_125838_final_model.pth,DONE
srm__id009__tr2p5__trefr8__vth0p3__lr0p001__a4__ig0p8__ls1p2,srm,0.9801,0.9799891024497835,80041304000.0,0.9796,0.9794807352410012,80041610000.0,./result/fintune/runs/srm__id009__tr2p5__trefr8__vth0p3__lr0p001__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_125838.csv,./result/fintune/runs/srm__id009__tr2p5__trefr8__vth0p3__lr0p001__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_125838_summary.json,./result/fintune/runs/srm__id009__tr2p5__trefr8__vth0p3__lr0p001__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_125838_best_model.pth,./result/fintune/runs/srm__id009__tr2p5__trefr8__vth0p3__lr0p001__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_125838_final_model.pth,DONE
srm__id011__tr4__trefr16__vth0p5__lr0p001__a6__ig1p5__ls1,srm,0.9736,0.973372609505026,78202726000.0,0.9729,0.9726455603684692,78199246500.0,./result/fintune/runs/srm__id011__tr4__trefr16__vth0p5__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_132533.csv,./result/fintune/runs/srm__id011__tr4__trefr16__vth0p5__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_132533_summary.json,./result/fintune/runs/srm__id011__tr4__trefr16__vth0p5__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_132533_best_model.pth,./result/fintune/runs/srm__id011__tr4__trefr16__vth0p5__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_132533_final_model.pth,DONE
srm__id010__tr2__trefr12__vth0p5__lr0p0008__a4__ig1p2__ls1,srm,0.9761,0.975965687695231,82145279500.0,0.9757,0.9755144718002569,82138434000.0,./result/fintune/runs/srm__id010__tr2__trefr12__vth0p5__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_132533.csv,./result/fintune/runs/srm__id010__tr2__trefr12__vth0p5__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_132533_summary.json,./result/fintune/runs/srm__id010__tr2__trefr12__vth0p5__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_132533_best_model.pth,./result/fintune/runs/srm__id010__tr2__trefr12__vth0p5__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_132533_final_model.pth,DONE
srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1,srm,0.9727,0.9725518764885586,78395887000.0,0.9718,0.9716649086956484,78390538000.0,./result/fintune/runs/srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_135226.csv,./result/fintune/runs/srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_135226_summary.json,./result/fintune/runs/srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_135226_best_model.pth,./result/fintune/runs/srm__id013__tr3__trefr10__vth1__lr0p0005__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_135226_final_model.pth,DONE
srm__id012__tr2__trefr12__vth1__lr0p001__a6__ig1p5__ls1p2,srm,0.9778,0.9776007670035296,79525796000.0,0.9771,0.976892593027896,79521946500.0,./result/fintune/runs/srm__id012__tr2__trefr12__vth1__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_135226.csv,./result/fintune/runs/srm__id012__tr2__trefr12__vth1__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_135226_summary.json,./result/fintune/runs/srm__id012__tr2__trefr12__vth1__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_135226_best_model.pth,./result/fintune/runs/srm__id012__tr2__trefr12__vth1__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_135226_final_model.pth,DONE
srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2,srm,0.9709,0.9707277475160884,84935590500.0,0.9701,0.969969107946757,84928211500.0,./result/fintune/runs/srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_141915.csv,./result/fintune/runs/srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_141915_summary.json,./result/fintune/runs/srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_141915_best_model.pth,./result/fintune/runs/srm__id014__tr2__trefr10__vth1__lr0p0005__a4__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_141915_final_model.pth,DONE
srm__id015__tr4__trefr8__vth0p3__lr0p0005__a4__ig0p8__ls1p2,srm,0.9733,0.9731125263888736,81455489500.0,0.9727,0.9725265028737488,81457514000.0,./result/fintune/runs/srm__id015__tr4__trefr8__vth0p3__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_141915.csv,./result/fintune/runs/srm__id015__tr4__trefr8__vth0p3__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_141915_summary.json,./result/fintune/runs/srm__id015__tr4__trefr8__vth0p3__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_141915_best_model.pth,./result/fintune/runs/srm__id015__tr4__trefr8__vth0p3__lr0p0005__a4__ig0p8__ls1p2/MNIST_srm_FF_v2_20260414_141915_final_model.pth,DONE
srm__id017__tr2p5__trefr10__vth1__lr0p0008__a4__ig0p8__ls1,srm,0.9689,0.9686927192911132,85996720000.0,0.9677,0.9674388057252686,85941514000.0,./result/fintune/runs/srm__id017__tr2p5__trefr10__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_144608.csv,./result/fintune/runs/srm__id017__tr2p5__trefr10__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_144608_summary.json,./result/fintune/runs/srm__id017__tr2p5__trefr10__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_144608_best_model.pth,./result/fintune/runs/srm__id017__tr2p5__trefr10__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_srm_FF_v2_20260414_144608_final_model.pth,DONE
srm__id016__tr1p5__trefr16__vth0p5__lr0p0005__a8__ig0p8__ls0p8,srm,0.9691,0.9688331381294484,79989992500.0,0.9688,0.9685379026606202,79989901000.0,./result/fintune/runs/srm__id016__tr1p5__trefr16__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_144608.csv,./result/fintune/runs/srm__id016__tr1p5__trefr16__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_144608_summary.json,./result/fintune/runs/srm__id016__tr1p5__trefr16__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_144608_best_model.pth,./result/fintune/runs/srm__id016__tr1p5__trefr16__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_144608_final_model.pth,DONE
srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1,srm,0.9727,0.9724938353341624,77800439000.0,0.9704,0.9700857092387174,77697200500.0,./result/fintune/runs/srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_151258.csv,./result/fintune/runs/srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_151258_summary.json,./result/fintune/runs/srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_151258_best_model.pth,./result/fintune/runs/srm__id019__tr2p5__trefr8__vth0p7__lr0p0008__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_151258_final_model.pth,DONE
srm__id018__tr3__trefr6__vth1__lr0p001__a4__ig1p2__ls1,srm,0.9802,0.9800615076254796,81608369000.0,0.9793,0.9791364341290888,81423129500.0,./result/fintune/runs/srm__id018__tr3__trefr6__vth1__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_151258.csv,./result/fintune/runs/srm__id018__tr3__trefr6__vth1__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_151258_summary.json,./result/fintune/runs/srm__id018__tr3__trefr6__vth1__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_151258_best_model.pth,./result/fintune/runs/srm__id018__tr3__trefr6__vth1__lr0p001__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_151258_final_model.pth,DONE
srm__id020__tr2__trefr6__vth0p7__lr0p0008__a8__ig1__ls1,srm,0.9768,0.9767045254661464,77980877000.0,0.9756,0.9754813696411356,77946996000.0,./result/fintune/runs/srm__id020__tr2__trefr6__vth0p7__lr0p0008__a8__ig1__ls1/MNIST_srm_FF_v2_20260414_154000.csv,./result/fintune/runs/srm__id020__tr2__trefr6__vth0p7__lr0p0008__a8__ig1__ls1/MNIST_srm_FF_v2_20260414_154000_summary.json,./result/fintune/runs/srm__id020__tr2__trefr6__vth0p7__lr0p0008__a8__ig1__ls1/MNIST_srm_FF_v2_20260414_154000_best_model.pth,./result/fintune/runs/srm__id020__tr2__trefr6__vth0p7__lr0p0008__a8__ig1__ls1/MNIST_srm_FF_v2_20260414_154000_final_model.pth,DONE
srm__id021__tr4__trefr8__vth1__lr0p0008__a4__ig1p2__ls1,srm,0.9787,0.978574029576466,82030311500.0,0.977,0.976846824824928,81872870000.0,./result/fintune/runs/srm__id021__tr4__trefr8__vth1__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_154000.csv,./result/fintune/runs/srm__id021__tr4__trefr8__vth1__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_154000_summary.json,./result/fintune/runs/srm__id021__tr4__trefr8__vth1__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_154000_best_model.pth,./result/fintune/runs/srm__id021__tr4__trefr8__vth1__lr0p0008__a4__ig1p2__ls1/MNIST_srm_FF_v2_20260414_154000_final_model.pth,DONE
srm__id022__tr3__trefr6__vth1__lr0p0005__a8__ig1p2__ls1,srm,0.9732,0.9730310909084784,78268540000.0,0.973,0.9727997222190714,78267557000.0,./result/fintune/runs/srm__id022__tr3__trefr6__vth1__lr0p0005__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_160700.csv,./result/fintune/runs/srm__id022__tr3__trefr6__vth1__lr0p0005__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_160700_summary.json,./result/fintune/runs/srm__id022__tr3__trefr6__vth1__lr0p0005__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_160700_best_model.pth,./result/fintune/runs/srm__id022__tr3__trefr6__vth1__lr0p0005__a8__ig1p2__ls1/MNIST_srm_FF_v2_20260414_160700_final_model.pth,DONE
srm__id023__tr2p5__trefr16__vth1__lr0p0005__a6__ig1__ls1,srm,0.9669,0.966669993957171,84224379000.0,0.9662,0.965915588309263,84224978500.0,./result/fintune/runs/srm__id023__tr2p5__trefr16__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_160700.csv,./result/fintune/runs/srm__id023__tr2p5__trefr16__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_160700_summary.json,./result/fintune/runs/srm__id023__tr2p5__trefr16__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_160700_best_model.pth,./result/fintune/runs/srm__id023__tr2p5__trefr16__vth1__lr0p0005__a6__ig1__ls1/MNIST_srm_FF_v2_20260414_160700_final_model.pth,DONE
srm__id024__tr1p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1,srm,0.9763,0.976121008606352,77710037000.0,0.9751,0.9748909930240404,77684614500.0,./result/fintune/runs/srm__id024__tr1p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_163402.csv,./result/fintune/runs/srm__id024__tr1p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_163402_summary.json,./result/fintune/runs/srm__id024__tr1p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_163402_best_model.pth,./result/fintune/runs/srm__id024__tr1p5__trefr10__vth0p5__lr0p001__a8__ig1p5__ls1/MNIST_srm_FF_v2_20260414_163402_final_model.pth,DONE
srm__id025__tr3__trefr10__vth0p5__lr0p001__a6__ig1p5__ls1p2,srm,0.975,0.974777486285178,78367921000.0,0.974,0.9737827169416424,78280665000.0,./result/fintune/runs/srm__id025__tr3__trefr10__vth0p5__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_163402.csv,./result/fintune/runs/srm__id025__tr3__trefr10__vth0p5__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_163402_summary.json,./result/fintune/runs/srm__id025__tr3__trefr10__vth0p5__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_163402_best_model.pth,./result/fintune/runs/srm__id025__tr3__trefr10__vth0p5__lr0p001__a6__ig1p5__ls1p2/MNIST_srm_FF_v2_20260414_163402_final_model.pth,DONE
srm__id026__tr4__trefr6__vth0p3__lr0p0005__a6__ig0p8__ls0p8,srm,0.9686,0.9683179045010366,78762329000.0,0.9681,0.967831209797275,78762546000.0,./result/fintune/runs/srm__id026__tr4__trefr6__vth0p3__lr0p0005__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_170048.csv,./result/fintune/runs/srm__id026__tr4__trefr6__vth0p3__lr0p0005__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_170048_summary.json,./result/fintune/runs/srm__id026__tr4__trefr6__vth0p3__lr0p0005__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_170048_best_model.pth,./result/fintune/runs/srm__id026__tr4__trefr6__vth0p3__lr0p0005__a6__ig0p8__ls0p8/MNIST_srm_FF_v2_20260414_170048_final_model.pth,DONE
srm__id027__tr2__trefr10__vth0p5__lr0p0008__a6__ig1p5__ls1,srm,0.9766,0.976462535178796,78773241000.0,0.976,0.9758515152317844,78713112500.0,./result/fintune/runs/srm__id027__tr2__trefr10__vth0p5__lr0p0008__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_170048.csv,./result/fintune/runs/srm__id027__tr2__trefr10__vth0p5__lr0p0008__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_170048_summary.json,./result/fintune/runs/srm__id027__tr2__trefr10__vth0p5__lr0p0008__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_170048_best_model.pth,./result/fintune/runs/srm__id027__tr2__trefr10__vth0p5__lr0p0008__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_170048_final_model.pth,DONE
srm__id028__tr4__trefr8__vth0p5__lr0p0005__a6__ig1p2__ls1p2,srm,0.9703,0.9699597191722524,79126506500.0,0.9683,0.9680341085359236,79102411000.0,./result/fintune/runs/srm__id028__tr4__trefr8__vth0p5__lr0p0005__a6__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_172738.csv,./result/fintune/runs/srm__id028__tr4__trefr8__vth0p5__lr0p0005__a6__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_172738_summary.json,./result/fintune/runs/srm__id028__tr4__trefr8__vth0p5__lr0p0005__a6__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_172738_best_model.pth,./result/fintune/runs/srm__id028__tr4__trefr8__vth0p5__lr0p0005__a6__ig1p2__ls1p2/MNIST_srm_FF_v2_20260414_172738_final_model.pth,DONE
srm__id029__tr4__trefr10__vth0p7__lr0p001__a6__ig1p5__ls1,srm,0.9759,0.9756728865151706,78455420000.0,0.9747,0.97444987862085,78454140000.0,./result/fintune/runs/srm__id029__tr4__trefr10__vth0p7__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_172738.csv,./result/fintune/runs/srm__id029__tr4__trefr10__vth0p7__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_172738_summary.json,./result/fintune/runs/srm__id029__tr4__trefr10__vth0p7__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_172738_best_model.pth,./result/fintune/runs/srm__id029__tr4__trefr10__vth0p7__lr0p001__a6__ig1p5__ls1/MNIST_srm_FF_v2_20260414_172738_final_model.pth,DONE
srm__id030__tr3__trefr6__vth1__lr0p001__a6__ig1__ls0p8,srm,0.9783,0.9781944833597134,79301390500.0,0.9779,0.9777642498838964,79236152500.0,./result/fintune/runs/srm__id030__tr3__trefr6__vth1__lr0p001__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427.csv,./result/fintune/runs/srm__id030__tr3__trefr6__vth1__lr0p001__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_summary.json,./result/fintune/runs/srm__id030__tr3__trefr6__vth1__lr0p001__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_best_model.pth,./result/fintune/runs/srm__id030__tr3__trefr6__vth1__lr0p001__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_final_model.pth,DONE
srm__id031__tr4__trefr8__vth0p7__lr0p0008__a8__ig1__ls0p8,srm,0.9754,0.9752118477129884,78025798000.0,0.9742,0.9739947576941348,77915556500.0,./result/fintune/runs/srm__id031__tr4__trefr8__vth0p7__lr0p0008__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427.csv,./result/fintune/runs/srm__id031__tr4__trefr8__vth0p7__lr0p0008__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_summary.json,./result/fintune/runs/srm__id031__tr4__trefr8__vth0p7__lr0p0008__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_best_model.pth,./result/fintune/runs/srm__id031__tr4__trefr8__vth0p7__lr0p0008__a8__ig1__ls0p8/MNIST_srm_FF_v2_20260414_175427_final_model.pth,DONE
srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1,srm,0.9716,0.9713577068991726,82531682000.0,0.9687,0.968414463126516,82480478000.0,./result/fintune/runs/srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1/MNIST_srm_FF_v2_20260414_182107.csv,./result/fintune/runs/srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1/MNIST_srm_FF_v2_20260414_182107_summary.json,./result/fintune/runs/srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1/MNIST_srm_FF_v2_20260414_182107_best_model.pth,./result/fintune/runs/srm__id033__tr1p5__trefr16__vth0p7__lr0p001__a4__ig1p5__ls1/MNIST_srm_FF_v2_20260414_182107_final_model.pth,DONE
srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1,srm,0.9718,0.9716445645614658,79044727000.0,0.9716,0.9714037861450426,79046201000.0,./result/fintune/runs/srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_182107.csv,./result/fintune/runs/srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_182107_summary.json,./result/fintune/runs/srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_182107_best_model.pth,./result/fintune/runs/srm__id032__tr4__trefr6__vth0p7__lr0p0005__a6__ig1p2__ls1/MNIST_srm_FF_v2_20260414_182107_final_model.pth,DONE
srm__id035__tr4__trefr10__vth0p7__lr0p0005__a6__ig1__ls0p8,srm,0.9748,0.9746378983010712,79946142500.0,0.9736,0.9734393755707896,79911307000.0,./result/fintune/runs/srm__id035__tr4__trefr10__vth0p7__lr0p0005__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_184752.csv,./result/fintune/runs/srm__id035__tr4__trefr10__vth0p7__lr0p0005__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_184752_summary.json,./result/fintune/runs/srm__id035__tr4__trefr10__vth0p7__lr0p0005__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_184752_best_model.pth,./result/fintune/runs/srm__id035__tr4__trefr10__vth0p7__lr0p0005__a6__ig1__ls0p8/MNIST_srm_FF_v2_20260414_184752_final_model.pth,DONE
