run_name,model,best_test_acc,best_test_macro_f1,best_test_event_synops,final_test_acc,final_test_macro_f1,final_test_event_synops,csv_path,summary_path,best_model_path,final_model_path,status
alif__id001__tau2p5__vth0p5__lr0p0005__a6__ig1p5__ls1p2,alif,0.9663,0.965995428500224,77246834000.0,0.9657,0.9653585174352752,77247514500.0,./result/fintune/runs/alif__id001__tau2p5__vth0p5__lr0p0005__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_030742.csv,./result/fintune/runs/alif__id001__tau2p5__vth0p5__lr0p0005__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_030742_summary.json,./result/fintune/runs/alif__id001__tau2p5__vth0p5__lr0p0005__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_030742_best_model.pth,./result/fintune/runs/alif__id001__tau2p5__vth0p5__lr0p0005__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_030742_final_model.pth,DONE
alif__id003__tau1p5__vth0p7__lr0p0005__a4__ig1p2__ls0p8,alif,0.9614,0.9610690243595748,76918846500.0,0.959,0.9586492136771778,76917499500.0,./result/fintune/runs/alif__id003__tau1p5__vth0p7__lr0p0005__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433.csv,./result/fintune/runs/alif__id003__tau1p5__vth0p7__lr0p0005__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_summary.json,./result/fintune/runs/alif__id003__tau1p5__vth0p7__lr0p0005__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_best_model.pth,./result/fintune/runs/alif__id003__tau1p5__vth0p7__lr0p0005__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_final_model.pth,DONE
alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8,alif,0.9709,0.97065503502821,77933499000.0,0.9696,0.969454776017279,77935655000.0,./result/fintune/runs/alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433.csv,./result/fintune/runs/alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_summary.json,./result/fintune/runs/alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_best_model.pth,./result/fintune/runs/alif__id002__tau4__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_033433_final_model.pth,DONE
alif__id004__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2,alif,0.9706,0.9703524296096828,78051994500.0,0.9706,0.9704178836210954,78017328500.0,./result/fintune/runs/alif__id004__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_040128.csv,./result/fintune/runs/alif__id004__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_040128_summary.json,./result/fintune/runs/alif__id004__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_040128_best_model.pth,./result/fintune/runs/alif__id004__tau2p5__vth0p5__lr0p0005__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_040128_final_model.pth,DONE
alif__id005__tau1p5__vth1__lr0p0008__a8__ig0p8__ls1,alif,0.936,0.9351984713159098,76401851000.0,0.9356,0.934798104062356,76402075500.0,./result/fintune/runs/alif__id005__tau1p5__vth1__lr0p0008__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_040128.csv,./result/fintune/runs/alif__id005__tau1p5__vth1__lr0p0008__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_040128_summary.json,./result/fintune/runs/alif__id005__tau1p5__vth1__lr0p0008__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_040128_best_model.pth,./result/fintune/runs/alif__id005__tau1p5__vth1__lr0p0008__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_040128_final_model.pth,DONE
alif__id007__tau2__vth0p5__lr0p0008__a8__ig1__ls1p2,alif,0.9667,0.9663766408663312,76474094000.0,0.9652,0.964826484154128,76470433500.0,./result/fintune/runs/alif__id007__tau2__vth0p5__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_042812.csv,./result/fintune/runs/alif__id007__tau2__vth0p5__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_042812_summary.json,./result/fintune/runs/alif__id007__tau2__vth0p5__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_042812_best_model.pth,./result/fintune/runs/alif__id007__tau2__vth0p5__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_042812_final_model.pth,DONE
alif__id006__tau3__vth0p3__lr0p0008__a6__ig0p8__ls1,alif,0.977,0.9768011464483012,77761521500.0,0.9755,0.975243684291808,77664488000.0,./result/fintune/runs/alif__id006__tau3__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_042812.csv,./result/fintune/runs/alif__id006__tau3__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_042812_summary.json,./result/fintune/runs/alif__id006__tau3__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_042812_best_model.pth,./result/fintune/runs/alif__id006__tau3__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_042812_final_model.pth,DONE
alif__id009__tau1p5__vth1__lr0p0005__a8__ig1__ls1p2,alif,0.9538,0.9533228888702608,76363981500.0,0.9529,0.95240140370238,76363835500.0,./result/fintune/runs/alif__id009__tau1p5__vth1__lr0p0005__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_045458.csv,./result/fintune/runs/alif__id009__tau1p5__vth1__lr0p0005__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_045458_summary.json,./result/fintune/runs/alif__id009__tau1p5__vth1__lr0p0005__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_045458_best_model.pth,./result/fintune/runs/alif__id009__tau1p5__vth1__lr0p0005__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_045458_final_model.pth,DONE
alif__id008__tau1p5__vth0p3__lr0p0005__a8__ig1p2__ls0p8,alif,0.9083,0.907600871289324,76296916500.0,0.9074,0.9066273748561116,76297093000.0,./result/fintune/runs/alif__id008__tau1p5__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_045458.csv,./result/fintune/runs/alif__id008__tau1p5__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_045458_summary.json,./result/fintune/runs/alif__id008__tau1p5__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_045458_best_model.pth,./result/fintune/runs/alif__id008__tau1p5__vth0p3__lr0p0005__a8__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_045458_final_model.pth,DONE
alif__id011__tau2__vth0p3__lr0p0008__a8__ig1__ls1,alif,0.9563,0.9557474310329296,76468486500.0,0.9556,0.9550780844725242,76462387000.0,./result/fintune/runs/alif__id011__tau2__vth0p3__lr0p0008__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_052151.csv,./result/fintune/runs/alif__id011__tau2__vth0p3__lr0p0008__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_052151_summary.json,./result/fintune/runs/alif__id011__tau2__vth0p3__lr0p0008__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_052151_best_model.pth,./result/fintune/runs/alif__id011__tau2__vth0p3__lr0p0008__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_052151_final_model.pth,DONE
alif__id010__tau2p5__vth0p5__lr0p0008__a6__ig1p2__ls1p2,alif,0.9741,0.9738934149960812,77115492000.0,0.9731,0.9728616046878577,77111268000.0,./result/fintune/runs/alif__id010__tau2p5__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_052151.csv,./result/fintune/runs/alif__id010__tau2p5__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_052151_summary.json,./result/fintune/runs/alif__id010__tau2p5__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_052151_best_model.pth,./result/fintune/runs/alif__id010__tau2p5__vth0p5__lr0p0008__a6__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_052151_final_model.pth,DONE
alif__id012__tau2p5__vth0p3__lr0p0008__a6__ig0p8__ls1,alif,0.9728,0.9725990399555986,77336318500.0,0.9723,0.972013680707359,77233406000.0,./result/fintune/runs/alif__id012__tau2p5__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_054841.csv,./result/fintune/runs/alif__id012__tau2p5__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_054841_summary.json,./result/fintune/runs/alif__id012__tau2p5__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_054841_best_model.pth,./result/fintune/runs/alif__id012__tau2p5__vth0p3__lr0p0008__a6__ig0p8__ls1/MNIST_alif_FF_v2_20260414_054841_final_model.pth,DONE
alif__id013__tau4__vth0p3__lr0p0008__a6__ig1p5__ls1p2,alif,0.9734,0.9731778890147432,77877708500.0,0.9731,0.972918184378679,77810942000.0,./result/fintune/runs/alif__id013__tau4__vth0p3__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_054841.csv,./result/fintune/runs/alif__id013__tau4__vth0p3__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_054841_summary.json,./result/fintune/runs/alif__id013__tau4__vth0p3__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_054841_best_model.pth,./result/fintune/runs/alif__id013__tau4__vth0p3__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_054841_final_model.pth,DONE
alif__id014__tau4__vth0p5__lr0p0008__a6__ig0p8__ls1p2,alif,0.9756,0.9754477155159746,79936999000.0,0.9753,0.9751932961409084,79945112000.0,./result/fintune/runs/alif__id014__tau4__vth0p5__lr0p0008__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_061543.csv,./result/fintune/runs/alif__id014__tau4__vth0p5__lr0p0008__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_061543_summary.json,./result/fintune/runs/alif__id014__tau4__vth0p5__lr0p0008__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_061543_best_model.pth,./result/fintune/runs/alif__id014__tau4__vth0p5__lr0p0008__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_061543_final_model.pth,DONE
alif__id015__tau4__vth0p5__lr0p0005__a4__ig1p5__ls1,alif,0.9769,0.9767012637079616,80663075500.0,0.9757,0.9754918287657504,80654285500.0,./result/fintune/runs/alif__id015__tau4__vth0p5__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_061543.csv,./result/fintune/runs/alif__id015__tau4__vth0p5__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_061543_summary.json,./result/fintune/runs/alif__id015__tau4__vth0p5__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_061543_best_model.pth,./result/fintune/runs/alif__id015__tau4__vth0p5__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_061543_final_model.pth,DONE
alif__id016__tau2__vth0p5__lr0p0005__a8__ig0p8__ls0p8,alif,0.9658,0.9655206307949308,76961520500.0,0.9644,0.9640953982610913,76916046000.0,./result/fintune/runs/alif__id016__tau2__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_064232.csv,./result/fintune/runs/alif__id016__tau2__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_064232_summary.json,./result/fintune/runs/alif__id016__tau2__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_064232_best_model.pth,./result/fintune/runs/alif__id016__tau2__vth0p5__lr0p0005__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_064232_final_model.pth,DONE
alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8,alif,0.9715,0.9712854671960004,78544570500.0,0.9706,0.9703551597222312,78526738500.0,./result/fintune/runs/alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8/MNIST_alif_FF_v2_20260414_064232.csv,./result/fintune/runs/alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8/MNIST_alif_FF_v2_20260414_064232_summary.json,./result/fintune/runs/alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8/MNIST_alif_FF_v2_20260414_064232_best_model.pth,./result/fintune/runs/alif__id017__tau4__vth0p3__lr0p0005__a6__ig1p5__ls0p8/MNIST_alif_FF_v2_20260414_064232_final_model.pth,DONE
alif__id018__tau4__vth0p5__lr0p001__a4__ig1p5__ls1p2,alif,0.9787,0.9785052549810932,79175958500.0,0.9775,0.9772511859954576,79176477500.0,./result/fintune/runs/alif__id018__tau4__vth0p5__lr0p001__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_070933.csv,./result/fintune/runs/alif__id018__tau4__vth0p5__lr0p001__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_070933_summary.json,./result/fintune/runs/alif__id018__tau4__vth0p5__lr0p001__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_070933_best_model.pth,./result/fintune/runs/alif__id018__tau4__vth0p5__lr0p001__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_070933_final_model.pth,DONE
alif__id019__tau1p5__vth0p3__lr0p001__a8__ig1__ls1p2,alif,0.9271,0.9263882387818858,76235149500.0,0.9258,0.9250691428442837,76237256000.0,./result/fintune/runs/alif__id019__tau1p5__vth0p3__lr0p001__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_070933.csv,./result/fintune/runs/alif__id019__tau1p5__vth0p3__lr0p001__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_070933_summary.json,./result/fintune/runs/alif__id019__tau1p5__vth0p3__lr0p001__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_070933_best_model.pth,./result/fintune/runs/alif__id019__tau1p5__vth0p3__lr0p001__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_070933_final_model.pth,DONE
alif__id021__tau4__vth0p7__lr0p001__a8__ig1__ls1,alif,0.9704,0.9702851694239164,78722488500.0,0.9694,0.9692555420098624,78675275500.0,./result/fintune/runs/alif__id021__tau4__vth0p7__lr0p001__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_073617.csv,./result/fintune/runs/alif__id021__tau4__vth0p7__lr0p001__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_073617_summary.json,./result/fintune/runs/alif__id021__tau4__vth0p7__lr0p001__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_073617_best_model.pth,./result/fintune/runs/alif__id021__tau4__vth0p7__lr0p001__a8__ig1__ls1/MNIST_alif_FF_v2_20260414_073617_final_model.pth,DONE
alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1,alif,0.9717,0.9715189187612328,77594298500.0,0.971,0.9707598814696136,77560175000.0,./result/fintune/runs/alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_073617.csv,./result/fintune/runs/alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_073617_summary.json,./result/fintune/runs/alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_073617_best_model.pth,./result/fintune/runs/alif__id020__tau3__vth0p7__lr0p001__a8__ig0p8__ls1/MNIST_alif_FF_v2_20260414_073617_final_model.pth,DONE
alif__id023__tau4__vth0p3__lr0p0005__a6__ig1__ls0p8,alif,0.9743,0.9741211606672872,78939584000.0,0.9736,0.9734153141134214,78858764000.0,./result/fintune/runs/alif__id023__tau4__vth0p3__lr0p0005__a6__ig1__ls0p8/MNIST_alif_FF_v2_20260414_080306.csv,./result/fintune/runs/alif__id023__tau4__vth0p3__lr0p0005__a6__ig1__ls0p8/MNIST_alif_FF_v2_20260414_080306_summary.json,./result/fintune/runs/alif__id023__tau4__vth0p3__lr0p0005__a6__ig1__ls0p8/MNIST_alif_FF_v2_20260414_080306_best_model.pth,./result/fintune/runs/alif__id023__tau4__vth0p3__lr0p0005__a6__ig1__ls0p8/MNIST_alif_FF_v2_20260414_080306_final_model.pth,DONE
alif__id022__tau2__vth0p3__lr0p0008__a4__ig1p5__ls1p2,alif,0.9599,0.9595189170993734,76812735000.0,0.9587,0.9582709399845146,76794507500.0,./result/fintune/runs/alif__id022__tau2__vth0p3__lr0p0008__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_080306.csv,./result/fintune/runs/alif__id022__tau2__vth0p3__lr0p0008__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_080306_summary.json,./result/fintune/runs/alif__id022__tau2__vth0p3__lr0p0008__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_080306_best_model.pth,./result/fintune/runs/alif__id022__tau2__vth0p3__lr0p0008__a4__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_080306_final_model.pth,DONE
alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2,alif,0.9725,0.9722591113793396,77851505000.0,0.9722,0.9719499380423002,77850600500.0,./result/fintune/runs/alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_082957.csv,./result/fintune/runs/alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_082957_summary.json,./result/fintune/runs/alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_082957_best_model.pth,./result/fintune/runs/alif__id024__tau3__vth1__lr0p0008__a6__ig1p5__ls1p2/MNIST_alif_FF_v2_20260414_082957_final_model.pth,DONE
alif__id025__tau2__vth0p5__lr0p001__a4__ig0p8__ls1,alif,0.9777,0.9775048558409104,77368760000.0,0.9777,0.9774719554329568,77363037500.0,./result/fintune/runs/alif__id025__tau2__vth0p5__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_082957.csv,./result/fintune/runs/alif__id025__tau2__vth0p5__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_082957_summary.json,./result/fintune/runs/alif__id025__tau2__vth0p5__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_082957_best_model.pth,./result/fintune/runs/alif__id025__tau2__vth0p5__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_082957_final_model.pth,DONE
alif__id026__tau3__vth0p3__lr0p0008__a4__ig1p2__ls0p8,alif,0.9753,0.9751304726903116,78637438500.0,0.9731,0.9728477585524418,78530495500.0,./result/fintune/runs/alif__id026__tau3__vth0p3__lr0p0008__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_085646.csv,./result/fintune/runs/alif__id026__tau3__vth0p3__lr0p0008__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_085646_summary.json,./result/fintune/runs/alif__id026__tau3__vth0p3__lr0p0008__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_085646_best_model.pth,./result/fintune/runs/alif__id026__tau3__vth0p3__lr0p0008__a4__ig1p2__ls0p8/MNIST_alif_FF_v2_20260414_085646_final_model.pth,DONE
alif__id027__tau3__vth1__lr0p001__a4__ig0p8__ls1,alif,0.9318,0.9311705669831676,78470744000.0,0.9263,0.9254891085834788,78466462500.0,./result/fintune/runs/alif__id027__tau3__vth1__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_085646.csv,./result/fintune/runs/alif__id027__tau3__vth1__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_085646_summary.json,./result/fintune/runs/alif__id027__tau3__vth1__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_085646_best_model.pth,./result/fintune/runs/alif__id027__tau3__vth1__lr0p001__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_085646_final_model.pth,DONE
alif__id028__tau2__vth0p7__lr0p0008__a8__ig1p2__ls1p2,alif,0.9671,0.9667875255157516,76475702000.0,0.9656,0.9652209561549698,76474129500.0,./result/fintune/runs/alif__id028__tau2__vth0p7__lr0p0008__a8__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_092336.csv,./result/fintune/runs/alif__id028__tau2__vth0p7__lr0p0008__a8__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_092336_summary.json,./result/fintune/runs/alif__id028__tau2__vth0p7__lr0p0008__a8__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_092336_best_model.pth,./result/fintune/runs/alif__id028__tau2__vth0p7__lr0p0008__a8__ig1p2__ls1p2/MNIST_alif_FF_v2_20260414_092336_final_model.pth,DONE
alif__id029__tau2p5__vth0p7__lr0p0008__a8__ig1p2__ls1,alif,0.9739,0.9737995390420348,76911245500.0,0.973,0.9728598568489268,76908015500.0,./result/fintune/runs/alif__id029__tau2p5__vth0p7__lr0p0008__a8__ig1p2__ls1/MNIST_alif_FF_v2_20260414_092336.csv,./result/fintune/runs/alif__id029__tau2p5__vth0p7__lr0p0008__a8__ig1p2__ls1/MNIST_alif_FF_v2_20260414_092336_summary.json,./result/fintune/runs/alif__id029__tau2p5__vth0p7__lr0p0008__a8__ig1p2__ls1/MNIST_alif_FF_v2_20260414_092336_best_model.pth,./result/fintune/runs/alif__id029__tau2p5__vth0p7__lr0p0008__a8__ig1p2__ls1/MNIST_alif_FF_v2_20260414_092336_final_model.pth,DONE
alif__id030__tau1p5__vth0p3__lr0p0005__a4__ig1p5__ls1,alif,0.9267,0.9256692653262768,76362075000.0,0.9255,0.9244564076995054,76361970500.0,./result/fintune/runs/alif__id030__tau1p5__vth0p3__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_095015.csv,./result/fintune/runs/alif__id030__tau1p5__vth0p3__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_095015_summary.json,./result/fintune/runs/alif__id030__tau1p5__vth0p3__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_095015_best_model.pth,./result/fintune/runs/alif__id030__tau1p5__vth0p3__lr0p0005__a4__ig1p5__ls1/MNIST_alif_FF_v2_20260414_095015_final_model.pth,DONE
alif__id031__tau2p5__vth1__lr0p0008__a4__ig0p8__ls1,alif,0.9304,0.9295685839126342,78718059500.0,0.929,0.9280846185762284,78667047000.0,./result/fintune/runs/alif__id031__tau2p5__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_095015.csv,./result/fintune/runs/alif__id031__tau2p5__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_095015_summary.json,./result/fintune/runs/alif__id031__tau2p5__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_095015_best_model.pth,./result/fintune/runs/alif__id031__tau2p5__vth1__lr0p0008__a4__ig0p8__ls1/MNIST_alif_FF_v2_20260414_095015_final_model.pth,DONE
alif__id032__tau2p5__vth1__lr0p001__a8__ig0p8__ls0p8,alif,0.9427,0.9419982244649112,77382526500.0,0.9412,0.9405232663809292,77368394000.0,./result/fintune/runs/alif__id032__tau2p5__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_101707.csv,./result/fintune/runs/alif__id032__tau2p5__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_101707_summary.json,./result/fintune/runs/alif__id032__tau2p5__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_101707_best_model.pth,./result/fintune/runs/alif__id032__tau2p5__vth1__lr0p001__a8__ig0p8__ls0p8/MNIST_alif_FF_v2_20260414_101707_final_model.pth,DONE
alif__id033__tau4__vth0p7__lr0p0008__a8__ig1__ls1p2,alif,0.9692,0.9690635085231134,79131995000.0,0.9678,0.9676318296111476,78962192500.0,./result/fintune/runs/alif__id033__tau4__vth0p7__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_101707.csv,./result/fintune/runs/alif__id033__tau4__vth0p7__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_101707_summary.json,./result/fintune/runs/alif__id033__tau4__vth0p7__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_101707_best_model.pth,./result/fintune/runs/alif__id033__tau4__vth0p7__lr0p0008__a8__ig1__ls1p2/MNIST_alif_FF_v2_20260414_101707_final_model.pth,DONE
alif__id035__tau1p5__vth0p7__lr0p001__a6__ig0p8__ls1p2,alif,0.9668,0.9665363322968246,76467874000.0,0.9664,0.9661395250363082,76467290000.0,./result/fintune/runs/alif__id035__tau1p5__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_104402.csv,./result/fintune/runs/alif__id035__tau1p5__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_104402_summary.json,./result/fintune/runs/alif__id035__tau1p5__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_104402_best_model.pth,./result/fintune/runs/alif__id035__tau1p5__vth0p7__lr0p001__a6__ig0p8__ls1p2/MNIST_alif_FF_v2_20260414_104402_final_model.pth,DONE
alif__id034__tau4__vth0p5__lr0p0005__a6__ig1__ls1,alif,0.9749,0.9747579872573996,80113946500.0,0.9741,0.9739725913771028,80106592500.0,./result/fintune/runs/alif__id034__tau4__vth0p5__lr0p0005__a6__ig1__ls1/MNIST_alif_FF_v2_20260414_104402.csv,./result/fintune/runs/alif__id034__tau4__vth0p5__lr0p0005__a6__ig1__ls1/MNIST_alif_FF_v2_20260414_104402_summary.json,./result/fintune/runs/alif__id034__tau4__vth0p5__lr0p0005__a6__ig1__ls1/MNIST_alif_FF_v2_20260414_104402_best_model.pth,./result/fintune/runs/alif__id034__tau4__vth0p5__lr0p0005__a6__ig1__ls1/MNIST_alif_FF_v2_20260414_104402_final_model.pth,DONE
srm__id001__tr1p5__trefr8__vth0p7__lr0p001__a4__ig1__ls0p8,srm,0.9735,0.9733265953031152,83284051000.0,0.9715,0.9712973230478068,83271767000.0,./result/fintune/runs/srm__id001__tr1p5__trefr8__vth0p7__lr0p001__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_111115.csv,./result/fintune/runs/srm__id001__tr1p5__trefr8__vth0p7__lr0p001__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_111115_summary.json,./result/fintune/runs/srm__id001__tr1p5__trefr8__vth0p7__lr0p001__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_111115_best_model.pth,./result/fintune/runs/srm__id001__tr1p5__trefr8__vth0p7__lr0p001__a4__ig1__ls0p8/MNIST_srm_FF_v2_20260414_111115_final_model.pth,DONE
