run_id,dataset,method,epoch,model,hidden_dim,num_layers,T,split_by,val_ratio,tau,v_threshold,v_reset,tau_response,tau_refractory,input_gain,lr,weight_decay,alpha,label_scale,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,test_acc,test_macro_precision,test_macro_recall,test_macro_f1,best_test_acc,best_test_macro_f1,train_time_sec,test_time_sec,epoch_time_sec,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,test_confusion_path,best_test_confusion_path,final_test_confusion_path,best_model_path,final_model_path,layer_0_loss,layer_1_loss,train_total_spikes,train_global_spike_rate,train_dense_synops,train_event_synops,train_energy_proxy_synops,train_event_to_dense_ratio,train_layer_0_spike_count,train_layer_0_spike_rate,train_layer_0_active_input_rate,train_layer_0_dense_synops,train_layer_0_event_synops,train_layer_0_event_to_dense_ratio,train_layer_1_spike_count,train_layer_1_spike_rate,train_layer_1_active_input_rate,train_layer_1_dense_synops,train_layer_1_event_synops,train_layer_1_event_to_dense_ratio,test_total_spikes,test_global_spike_rate,test_dense_synops,test_event_synops,test_energy_proxy_synops,test_event_to_dense_ratio,test_layer_0_spike_count,test_layer_0_spike_rate,test_layer_0_active_input_rate,test_layer_0_dense_synops,test_layer_0_event_synops,test_layer_0_event_to_dense_ratio,test_layer_1_spike_count,test_layer_1_spike_rate,test_layer_1_active_input_rate,test_layer_1_dense_synops,test_layer_1_event_synops,test_layer_1_event_to_dense_ratio
20260503_002859,shd,ff,1,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.087646484375,0.11418453069608767,0.08710233065485737,0.06609787143556048,0.07352941176470588,0.10636269846786754,0.07727777797458649,0.0526627729805789,0.07352941176470588,0.0526627729805789,2.5077567100524902,1.0756282806396484,7.739274024963379,1633.3322860152036,758.626390442938,0.6122452905401587,1.3181719125485887,1513.24609375,1553.0703125,1156.24365234375,1264.0,504.90283203125,1604.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,0.11019890010356903,0.005021396093070507,161310906.0,0.19691272705078125,499712000000.0,192107377000.0,192107377000.0,0.3844361892450051,132040774.0,0.3223651708984375,0.4275410630967882,294912000000.0,126086990000.0,0.4275410630967882,29270132.0,0.071460283203125,0.3223651708984375,204800000000.0,66020387000.0,0.3223651708984375,31940824.0,0.19571583333333334,99552000000.0,38292026500.0,38292026500.0,0.3846434677354548,26153073.0,0.3205033455882353,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,5787751.0,0.07092832107843138,0.3205033455882353,40800000000.0,13076536500.0,0.3205033455882353
20260503_002859,shd,ff,2,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.115478515625,0.14770580102461062,0.11470793833813306,0.09466624568443587,0.10294117647058823,0.11279244868169913,0.10460031443143145,0.07795833551866149,0.10294117647058823,0.07795833551866149,1.9659254550933838,0.7000243663787842,5.750165224075317,2083.4971078826766,1165.6737096469315,0.47996226930990815,0.8578729980132159,1629.578125,1630.0859375,1158.6103515625,1604.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,0.006676396820694208,-0.015123785473406315,161041975.0,0.19658444213867188,499712000000.0,191034244500.0,191034244500.0,0.3822886872838755,129463589.0,0.31607321533203125,0.4282716539171007,294912000000.0,126302450000.0,0.4282716539171007,31578386.0,0.0770956689453125,0.31607321533203125,204800000000.0,64731794500.0,0.31607321533203125,31914285.0,0.1955532169117647,99552000000.0,38048967000.0,38048967000.0,0.38220193466730956,25666954.0,0.3145460049019608,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,6247331.0,0.07656042892156863,0.3145460049019608,40800000000.0,12833477000.0,0.3145460049019608
20260503_002859,shd,ff,3,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.144287109375,0.18549112437581422,0.14265683363160614,0.13145464725908163,0.1213235294117647,0.16447532436769313,0.11825515936029078,0.10761119491944666,0.1213235294117647,0.10761119491944666,2.059084892272949,0.710132360458374,6.2503745555877686,1989.2331857568893,1149.0815592086112,0.5027062725275755,0.8702602456597721,1630.59375,1630.60546875,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.017128026112914085,-0.028944049030542374,160435849.0,0.19584454223632813,499712000000.0,188828188000.0,188828188000.0,0.3778740314421107,125460316.0,0.306299599609375,0.42757849799262154,294912000000.0,126098030000.0,0.42757849799262154,34975533.0,0.08538948486328125,0.306299599609375,204800000000.0,62730158000.0,0.306299599609375,31788126.0,0.1947801838235294,99552000000.0,37651814500.0,37651814500.0,0.37821253716650594,24872649.0,0.304811875,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,6915477.0,0.08474849264705882,0.304811875,40800000000.0,12436324500.0,0.304811875
20260503_002859,shd,ff,4,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.16259765625,0.19896549160096413,0.1647854556321195,0.1631773364107675,0.15318627450980393,0.20177952258292842,0.1523037020973216,0.1466728396218071,0.15318627450980393,0.1466728396218071,1.9089868068695068,0.5317163467407227,5.981182813644409,2145.640810748668,1534.6528369907362,0.4660612321458757,0.6516131700253954,1630.62109375,1630.625,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.04882426559925079,-0.03800956904888153,159308561.0,0.19446845825195314,499712000000.0,186707453000.0,186707453000.0,0.3736301169473617,120966166.0,0.2953275537109375,0.42800689697265626,294912000000.0,126224370000.0,0.42800689697265626,38342395.0,0.09360936279296875,0.2953275537109375,204800000000.0,60483083000.0,0.2953275537109375,31546516.0,0.19329973039215687,99552000000.0,37202331000.0,37202331000.0,0.373697474686596,23973682.0,0.2937951225490196,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,7572834.0,0.09280433823529412,0.2937951225490196,40800000000.0,11986841000.0,0.2937951225490196
20260503_002859,shd,ff,5,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.17578125,0.2158558275624471,0.17544067191451415,0.16780302154910204,0.1568627450980392,0.2023370081268589,0.1577565099953447,0.15217453383651486,0.1568627450980392,0.15217453383651486,1.7963759899139404,0.634746789932251,5.768587827682495,2280.146262807837,1285.5519916644162,0.4385683569125831,0.7778759680542291,1630.6328125,1630.64453125,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.07107019424438477,-0.05014870688319206,159301789.0,0.19446019165039063,499712000000.0,184930975000.0,184930975000.0,0.3700751132652408,117394550.0,0.2866077880859375,0.42803853352864585,294912000000.0,126233700000.0,0.42803853352864585,41907239.0,0.10231259521484375,0.2866077880859375,204800000000.0,58697275000.0,0.2866077880859375,31500513.0,0.1930178492647059,99552000000.0,36837146500.0,36837146500.0,0.3700291957971713,23243313.0,0.28484452205882355,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,8257200.0,0.10119117647058823,0.28484452205882355,40800000000.0,11621656500.0,0.28484452205882355
20260503_002859,shd,ff,6,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.1806640625,0.24173316718647175,0.1801926778295248,0.17563837877618796,0.17034313725490197,0.23924673361638932,0.1723073918112124,0.1643365858217348,0.17034313725490197,0.1643365858217348,1.7866003513336182,0.7681386470794678,5.890584230422974,2292.6224082193407,1062.3082214421906,0.4361817263998091,0.9413463812248379,1630.6484375,1630.6640625,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.07704783976078033,-0.06042982637882233,161225523.0,0.19680849975585937,499712000000.0,183784697500.0,183784697500.0,0.3677812369925077,115028755.0,0.28083192138671875,0.42816270616319446,294912000000.0,126270320000.0,0.42816270616319446,46196768.0,0.112785078125,0.28083192138671875,204800000000.0,57514377500.0,0.28083192138671875,31901554.0,0.19547520833333334,99552000000.0,36609434000.0,36609434000.0,0.3677418233686917,22787888.0,0.2792633333333333,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,9113666.0,0.11168708333333334,0.2792633333333333,40800000000.0,11393944000.0,0.2792633333333333
20260503_002859,shd,ff,7,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.20263671875,0.26629776526159576,0.2029903959280525,0.1993744113581774,0.19117647058823528,0.24826331464883394,0.18867899123634502,0.1851204089031639,0.19117647058823528,0.1851204089031639,1.8364732265472412,0.7961001396179199,5.953474521636963,2230.3619463600357,1024.9966799297772,0.44835772132501006,0.9756129161984313,1630.671875,1630.67578125,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.08973845839500427,-0.07107767462730408,165096673.0,0.20153402465820314,499712000000.0,182969147500.0,182969147500.0,0.366149196937436,113660935.0,0.27749251708984374,0.4277163357204861,294912000000.0,126138680000.0,0.4277163357204861,51435738.0,0.1255755322265625,0.27749251708984374,204800000000.0,56830467500.0,0.27749251708984374,32669179.0,0.20017879289215687,99552000000.0,36477712500.0,36477712500.0,0.3664186806894889,22524445.0,0.27603486519607845,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,10144734.0,0.12432272058823529,0.27603486519607845,40800000000.0,11262222500.0,0.27603486519607845
20260503_002859,shd,ff,8,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.22314453125,0.27476398508614086,0.2243369967009599,0.22172207298050384,0.20833333333333334,0.2631350830758434,0.2101862212445878,0.19937347633764718,0.20833333333333334,0.19937347633764718,1.8078298568725586,0.7265162467956543,5.686139345169067,2265.6999409700225,1123.168275450163,0.441364711150527,0.8903385377397725,1630.68359375,1630.69140625,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.10087557137012482,-0.08469727635383606,170714908.0,0.2083922216796875,499712000000.0,183014425000.0,183014425000.0,0.36623980412717727,113348530.0,0.2767298095703125,0.42839952256944447,294912000000.0,126340160000.0,0.42839952256944447,57366378.0,0.1400546337890625,0.2767298095703125,204800000000.0,56674265000.0,0.2767298095703125,33786889.0,0.207027506127451,99552000000.0,36448026500.0,36448026500.0,0.36612048477177755,22465073.0,0.27530726715686277,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,11321816.0,0.13874774509803922,0.27530726715686277,40800000000.0,11232536500.0,0.27530726715686277
20260503_002859,shd,ff,9,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.2373046875,0.28857171047080155,0.23951013710248786,0.23560985439698917,0.23161764705882354,0.2913757237618756,0.23144169069916715,0.22304168088635873,0.23161764705882354,0.22304168088635873,1.9068212509155273,0.7087714672088623,5.719805002212524,2148.0775914540372,1151.2878801588938,0.46553253196179867,0.8685924843245861,1630.69921875,1630.703125,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.10818281769752502,-0.09538523852825165,177965957.0,0.21724359985351563,499712000000.0,183136146500.0,183136146500.0,0.3664833874311603,113940093.0,0.27817405517578125,0.42780931260850696,294912000000.0,126166100000.0,0.42780931260850696,64025864.0,0.15631314453125,0.27817405517578125,204800000000.0,56970046500.0,0.27817405517578125,35252823.0,0.21600994485294117,99552000000.0,36516089000.0,36516089000.0,0.3668041726936676,22601198.0,0.2769754656862745,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,12651625.0,0.15504442401960783,0.2769754656862745,40800000000.0,11300599000.0,0.2769754656862745
20260503_002859,shd,ff,10,lif,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.24951171875,0.295284718810762,0.250721099189806,0.24841565403250057,0.2340686274509804,0.2842376262311624,0.23430580442830537,0.22736355234762118,0.2340686274509804,0.22736355234762118,2.1201395988464355,0.7332355976104736,6.0618674755096436,1931.948255779302,1112.8755923188203,0.517612206749618,0.8985730362873451,1630.71484375,1630.7265625,1158.6103515625,1830.0,504.4013671875,1830.0,,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_eval_confusion.csv,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_best_model.pth,./result/v2/lif/SHD_lif_FF_v2_append_label_20260503_002859_final_model.pth,-0.11550094187259674,-0.09825332462787628,185615032.0,0.226580849609375,499712000000.0,183644544000.0,183644544000.0,0.36750076844262297,115117768.0,0.28104923828125,0.4275365532769097,294912000000.0,126085660000.0,0.4275365532769097,70497264.0,0.1721124609375,0.28104923828125,204800000000.0,57558884000.0,0.28104923828125,36766942.0,0.22528763480392155,99552000000.0,36632642000.0,36632642000.0,0.36797494776599166,22834304.0,0.2798321568627451,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,13932638.0,0.17074311274509804,0.2798321568627451,40800000000.0,11417152000.0,0.2798321568627451
