epoch,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,layer_0_loss,layer_1_loss
1,0.7551792689732143,0.7396179956567427,0.7549,0.7403167465571047,0.7549,1505.0648193359375,0.3762661814689636,1469218.75,5624000.5,0.2612408697605133,1433.6419677734375,1.6784000396728516,1.4925155639648438,0.928695559501648,3120.523299272528,1478.490248681731,19.22754430770874,6.763656377792358,42.19313192367554,0.32045907179514566,0.6763656377792359,2566.82421875,2531.0234375,1346.8984375,1566.0,1199.775390625,1858.0,0.001,0.37852191446082933,-0.0014605983950397266
2,0.7812674386160714,0.7764029343066717,0.7909,0.7858132023755023,0.7909,1780.4774169921875,0.44511932134628296,1607047.625,5624000.5,0.285748153924942,1433.6419677734375,1.7318999767303467,1.5130863189697266,0.8889464139938354,3994.670159067113,1566.879655702965,15.020013570785522,6.382111072540283,37.70234799385071,0.25033355951309205,0.6382111072540283,2535.08984375,2536.0859375,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.1353790004338537,-0.003923134495770293
3,0.8648681640625,0.8621216655759592,0.866,0.8630386374396677,0.866,1800.8756103515625,0.4502188563346863,1617017.125,5624000.5,0.28752079606056213,1433.6419677734375,1.7509000301361084,1.6389145851135254,0.9349442720413208,4784.458867757857,2311.2324478365535,12.540603160858154,4.326695919036865,29.842451572418213,0.20901005268096923,0.43266959190368653,2563.27734375,2536.6640625,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.21000033829893386,-0.006668633781373501
4,0.8864571707589286,0.88591394966045,0.8919,0.8911911208051556,0.8919,1805.318603515625,0.45132964849472046,1618835.5,5624000.5,0.28784415125846863,1433.6419677734375,1.6097999811172485,1.5193407535552979,0.843407928943634,3734.98156910395,2239.961411797578,16.06433629989624,4.464362621307373,34.363860845565796,0.267738938331604,0.4464362621307373,2792.21484375,2792.3046875,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.2291156809244837,-0.012551626855773585
5,0.9139927455357143,0.9132673822129087,0.9167,0.9159238677102388,0.9167,1798.1578369140625,0.4495393931865692,1615440.25,5624000.5,0.2872404456138611,1433.6419677734375,1.577299952507019,1.502345323562622,0.8419110178947449,3653.571359040635,2637.5018919906183,16.422287702560425,3.791466474533081,32.85734272003174,0.27370479504267375,0.3791466474533081,2792.546875,2794.15234375,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.23754590111119406,-0.021424190274306705
6,0.9232700892857143,0.9229043836695874,0.9261,0.9255622044168451,0.9261,1788.390625,0.4470975995063782,1610181.375,5624000.5,0.28630536794662476,1433.6419677734375,1.5657000541687012,1.4990822076797485,0.8435071706771851,3975.7108058540643,2902.0047289423756,15.091640949249268,3.4458937644958496,32.186659812927246,0.2515273491541545,0.344589376449585,2794.30859375,2794.37890625,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.24245050655944006,-0.03326202037611178
7,0.9297049386160714,0.9295104108673928,0.9316,0.931311488967353,0.9316,1788.3780517578125,0.44709447026252747,1609840.125,5624000.5,0.2862446904182434,1433.6419677734375,1.5479999780654907,1.488836407661438,0.8341312408447266,4753.584172943575,2068.652076903891,12.622054815292358,4.834065675735474,30.341851472854614,0.21036758025487265,0.4834065675735474,2912.39453125,2795.91015625,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.2460158531154905,-0.042954033240675926
8,0.9343087332589286,0.9341054809181667,0.9364,0.9361369895242948,0.9364,1780.1741943359375,0.44504356384277344,1605783.125,5624000.5,0.28552332520484924,1433.6419677734375,1.5501999855041504,1.5003204345703125,0.846696138381958,3980.667732814815,1896.9438081303974,15.072848081588745,5.271637439727783,32.08734345436096,0.25121413469314574,0.5271637439727783,2901.93359375,2797.0078125,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.24816548292125976,-0.051302503794431686
9,0.9396100725446429,0.9395369606158945,0.9385,0.9384151385888428,0.9385,1776.9482421875,0.4442370533943176,1603622.75,5624000.5,0.28513920307159424,1433.6419677734375,1.545300006866455,1.4915289878845215,0.8130250573158264,4008.230515990739,1915.0458824338368,14.969198942184448,5.22180700302124,37.10508131980896,0.24948664903640747,0.522180700302124,2841.4765625,2796.41015625,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.25002121393169674,-0.06026474945247173
10,0.9449637276785714,0.9447075484769094,0.9465,0.9461895383859481,0.9465,1772.8255615234375,0.44320639967918396,1601444.375,5624000.5,0.28475189208984375,1433.6419677734375,1.4881999492645264,1.4376122951507568,0.782900333404541,3237.820186322506,1497.1153527653435,18.530985832214355,6.679512023925781,45.097973585128784,0.30884976387023927,0.6679512023925781,2796.06640625,2795.63671875,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.2511515010680471,-0.06985189180288996
11,0.9456612723214286,0.9455097295986455,0.9455,0.9454862784104894,0.9465,1769.025634765625,0.442256361246109,1599385.625,5624000.5,0.2843858003616333,1433.6419677734375,1.51010000705719,1.4629297256469727,0.8037956357002258,2755.597468319003,1355.9083140088378,21.77386236190796,7.37512993812561,48.880035161972046,0.3628977060317993,0.7375129938125611,2795.89453125,2796.16796875,1347.03515625,1858.0,1199.775390625,1858.0,0.001,-0.2522571917091097,-0.08270817569323949
