run_id,dataset,method,epoch,model,hidden_dim,num_layers,T,split_by,val_ratio,tau,v_threshold,v_reset,tau_response,tau_refractory,input_gain,lr,weight_decay,train_loss,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,test_loss,test_acc,test_macro_precision,test_macro_recall,test_macro_f1,best_test_acc,best_test_macro_f1,train_time_sec,test_time_sec,epoch_time_sec,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,test_confusion_path,best_test_confusion_path,final_test_confusion_path,best_model_path,final_model_path,layer_0_loss,layer_1_loss,train_total_spikes,train_global_spike_rate,train_dense_synops,train_event_synops,train_energy_proxy_synops,train_event_to_dense_ratio,train_layer_0_spike_count,train_layer_0_spike_rate,train_layer_0_active_input_rate,train_layer_0_dense_synops,train_layer_0_event_synops,train_layer_0_event_to_dense_ratio,train_layer_1_spike_count,train_layer_1_spike_rate,train_layer_1_active_input_rate,train_layer_1_dense_synops,train_layer_1_event_synops,train_layer_1_event_to_dense_ratio,test_total_spikes,test_global_spike_rate,test_dense_synops,test_event_synops,test_energy_proxy_synops,test_event_to_dense_ratio,test_layer_0_spike_count,test_layer_0_spike_rate,test_layer_0_active_input_rate,test_layer_0_dense_synops,test_layer_0_event_synops,test_layer_0_event_to_dense_ratio,test_layer_1_spike_count,test_layer_1_spike_rate,test_layer_1_active_input_rate,test_layer_1_dense_synops,test_layer_1_event_synops,test_layer_1_event_to_dense_ratio
20260422_102542,shd,bp,1,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.046182857270826376,0.17146381578947367,0.18678805162054307,0.172039841857824,0.16789711588525078,0.0438374688520151,0.25857843137254904,0.33160769110486343,0.2632874378353719,0.24444497982280367,0.25857843137254904,0.24444497982280367,23.21037483215332,4.042313575744629,37.50463032722473,314.34218761055314,201.8645967735657,3.1812465504596106,4.95381565654979,1398.640625,1435.15234375,66.6572265625,88.0,95.0224609375,118.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,12889870.0,0.16987535319669367,52531200000.0,17429082620.0,17429082620.0,0.33178535080104776,12748281.0,0.17472972861842107,0.33627265429197994,51072000000.0,17174117000.0,0.33627265429197994,141589.0,0.048515967653508775,0.17472972861842107,1459200000.0,254965620.0,0.17472972861842107,1400587.0,0.1650390035822021,5875200000.0,1950893840.0,1950893840.0,0.3320557325708061,1382842.0,0.169465931372549,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,17745.0,0.05436580882352941,0.169465931372549,163200000.0,27656840.0,0.169465931372549
20260422_102542,shd,bp,2,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0421434006931489,0.3581414473684211,0.38130225892713526,0.36020677457719097,0.35576161464817,0.041856770714124046,0.3174019607843137,0.4614675495444132,0.31745904391471214,0.3009973107394767,0.3174019607843137,0.3009973107394767,25.387542247772217,4.0379369258880615,39.42570614814758,287.38504612986833,202.0833943116973,3.4796521721179023,4.948452115058899,1471.671875,1471.67578125,66.6572265625,118.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,13039687.0,0.17184978860914304,52531200000.0,17427626200.0,17427626200.0,0.3317576259442008,12878885.0,0.176519805372807,0.3361929922462406,51072000000.0,17170048500.0,0.3361929922462406,160802.0,0.05509936951754386,0.176519805372807,1459200000.0,257577700.0,0.176519805372807,1505156.0,0.1773609539969834,5875200000.0,1952946260.0,1952946260.0,0.3324050687636166,1485463.0,0.18204203431372548,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,19693.0,0.06033394607843137,0.18204203431372548,163200000.0,29709260.0,0.18204203431372548
20260422_102542,shd,bp,3,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.040064299315737004,0.4609375,0.48555279600887785,0.46250923716412073,0.45840289312247257,0.040295496509940014,0.4117647058823529,0.4653215145338603,0.4092028590575417,0.3870658160816164,0.4117647058823529,0.3870658160816164,23.603756189346313,4.352689027786255,38.237029790878296,309.10334530963723,187.47031887435605,3.235163951390668,5.3341777301302145,1472.703125,1472.71875,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,13834100.0,0.18231934252699056,52531200000.0,17437791000.0,17437791000.0,0.3319511261878655,13671375.0,0.18738178453947368,0.336081678806391,51072000000.0,17164363500.0,0.336081678806391,162725.0,0.05575829221491228,0.18738178453947368,1459200000.0,273427500.0,0.18738178453947368,1570375.0,0.1850460737179487,5875200000.0,1954289400.0,1954289400.0,0.33263368055555553,1552620.0,0.1902720588235294,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,17755.0,0.054396446078431374,0.1902720588235294,163200000.0,31052400.0,0.1902720588235294
20260422_102542,shd,bp,4,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.03832344821932023,0.5466008771929824,0.572204015576327,0.5479588017795953,0.5412080303137532,0.03944056539558897,0.42769607843137253,0.5037716201193121,0.4293004823256371,0.4142419080225476,0.42769607843137253,0.4142419080225476,24.232099294662476,4.371100425720215,38.39266562461853,301.08823471217227,186.68068004078168,3.3212855392903613,5.356740717794381,1476.234375,1472.72265625,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,14310467.0,0.18859737421980433,52531200000.0,17453990440.0,17453990440.0,0.33225950368542884,14147022.0,0.19390106907894736,0.3362126018170426,51072000000.0,17171050000.0,0.3362126018170426,163445.0,0.05600500274122807,0.19390106907894736,1459200000.0,282940440.0,0.19390106907894736,1625357.0,0.1915249104449472,5875200000.0,1955390460.0,1955390460.0,0.33282108864379084,1607673.0,0.19701875,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,17684.0,0.05417892156862745,0.19701875,163200000.0,32153460.0,0.19701875
20260422_102542,shd,bp,5,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.036831227376272806,0.6223958333333334,0.6409889862168697,0.6237690109717984,0.6180409325353639,0.03809405695281777,0.5220588235294118,0.586946841381818,0.526697551394364,0.5059596092200623,0.5220588235294118,0.5059596092200623,25.429662227630615,4.167445421218872,39.73539185523987,286.9090408944766,195.80340412984717,3.4854251956730558,5.107163506395676,1470.30078125,1470.296875,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,14684581.0,0.19352781555752363,52531200000.0,17463785300.0,17463785300.0,0.3324459616380361,14519990.0,0.19901302083333333,0.3362583313753133,51072000000.0,17173385500.0,0.3362583313753133,164591.0,0.0563976836622807,0.19901302083333333,1459200000.0,290399800.0,0.19901302083333333,1671415.0,0.1969521823152338,5875200000.0,1956312060.0,1956312060.0,0.3329779513888889,1653753.0,0.20266580882352941,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,17662.0,0.05411151960784314,0.20266580882352941,163200000.0,33075060.0,0.20266580882352941
20260422_102542,shd,bp,6,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.03540712444667231,0.6781798245614035,0.6952438151787153,0.6802328835420075,0.6752987175407658,0.03706587179034364,0.5808823529411765,0.6409588756420692,0.5837358268455816,0.5635829960970689,0.5808823529411765,0.5635829960970689,24.965648651123047,4.422613143920898,39.53394103050232,292.2415556654002,184.50630282271752,3.4218268436298036,5.41986904892267,1470.08984375,1470.078125,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,15073877.0,0.19865834018640352,52531200000.0,17474099800.0,17474099800.0,0.3326423116167154,14908540.0,0.20433854166666668,0.3363081336152882,51072000000.0,17175929000.0,0.3363081336152882,165337.0,0.05665330317982456,0.20433854166666668,1459200000.0,298170800.0,0.20433854166666668,1708139.0,0.20127957673453997,5875200000.0,1957031380.0,1957031380.0,0.333100384667756,1689719.0,0.20707340686274509,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,18420.0,0.056433823529411765,0.20707340686274509,163200000.0,33794380.0,0.20707340686274509
20260422_102542,shd,bp,7,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.03409919874709949,0.7309484649122807,0.7489016052537989,0.7327022558179391,0.727989405878383,0.03614997082189018,0.6372549019607843,0.6618977752020585,0.6380282136647577,0.6268083842513088,0.6372549019607843,0.6268083842513088,25.4119610786438,4.151994705200195,39.7599995136261,287.1088924392992,196.53204253319373,3.482999051349205,5.088228805392396,1470.078125,1470.0546875,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,15341678.0,0.2021876845057355,52531200000.0,17480878380.0,17480878380.0,0.3327713507401316,15177044.0,0.20801869517543858,0.3363357123276942,51072000000.0,17177337500.0,0.3363357123276942,164634.0,0.0564124177631579,0.20801869517543858,1459200000.0,303540880.0,0.20801869517543858,1716340.0,0.20224594645550528,5875200000.0,1957199860.0,1957199860.0,0.33312906113834423,1698143.0,0.20810575980392157,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,18197.0,0.05575061274509804,0.20810575980392157,163200000.0,33962860.0,0.20810575980392157
20260422_102542,shd,bp,8,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.032838679392609676,0.7805646929824561,0.7928057151994053,0.7818074548711544,0.7787011931326713,0.03549755050563345,0.6495098039215687,0.6856243842685475,0.6522466720415802,0.6479317339658595,0.6495098039215687,0.6479317339658595,25.347291231155396,4.39904522895813,40.045854330062866,287.841408119862,185.49479660459446,3.474135311287746,5.390986800193787,1472.80078125,1471.30859375,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,15543826.0,0.20485178917847505,52531200000.0,17479751240.0,17479751240.0,0.3327498941581384,15379412.0,0.2107923793859649,0.3362343945802005,51072000000.0,17172163000.0,0.3362343945802005,164414.0,0.056337033991228073,0.2107923793859649,1459200000.0,307588240.0,0.2107923793859649,1740874.0,0.2051369249622926,5875200000.0,1957700480.0,1957700480.0,0.33321427015250543,1723174.0,0.21117328431372548,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,17700.0,0.05422794117647059,0.21117328431372548,163200000.0,34463480.0,0.21117328431372548
20260422_102542,shd,bp,9,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.031913412375408304,0.8015350877192983,0.8098909996263689,0.8030072731942142,0.8000007172364876,0.03503569266667553,0.6360294117647058,0.6893263673024174,0.6325075069504003,0.6153074412462718,0.6495098039215687,0.6479317339658595,23.933879375457764,4.2071473598480225,38.332228660583496,304.8398416965973,193.95564980387968,3.280411098609891,5.1558178429510075,1472.34765625,1472.34765625,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,15730988.0,0.20731839364035087,52531200000.0,17489522420.0,17489522420.0,0.3329359013310185,15565846.0,0.21334766995614035,0.33635270794172933,51072000000.0,17178205500.0,0.33635270794172933,165142.0,0.056586485745614035,0.21334766995614035,1459200000.0,311316920.0,0.21334766995614035,1738968.0,0.20491233031674208,5875200000.0,1957644060.0,1957644060.0,0.3332046670751634,1720353.0,0.21082757352941175,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,18615.0,0.05703125,0.21082757352941175,163200000.0,34407060.0,0.21082757352941175
20260422_102542,shd,bp,10,srm,500,1,20,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.03102354028899419,0.8219572368421053,0.8312661443192116,0.8233252571900647,0.8208277834199542,0.03447012997725431,0.6740196078431373,0.7043303719192624,0.6733341379346871,0.6635574392493574,0.6740196078431373,0.6635574392493574,24.42660617828369,4.288082122802734,38.24876666069031,298.6906959873312,190.29486297866285,3.3479449257516025,5.255002601473939,1472.3671875,1472.37109375,66.6572265625,146.0,95.56884765625,146.0,,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_eval_confusion.csv,./result/2layers/srm/SHD_srm_BP_20260422_102542_best_model.pth,./result/2layers/srm/SHD_srm_BP_20260422_102542_final_model.pth,0.0,0.0,15948372.0,0.21018329326923077,52531200000.0,17494182220.0,17494182220.0,0.3330246067099172,15783436.0,0.2163299890350877,0.3363587386434837,51072000000.0,17178513500.0,0.3363587386434837,164936.0,0.056515899122807016,0.2163299890350877,1459200000.0,315668720.0,0.2163299890350877,1800378.0,0.21214861425339365,5875200000.0,1958874620.0,1958874620.0,0.3334141169662309,1781881.0,0.21836776960784313,0.3367011554621849,5712000000.0,1923237000.0,0.3367011554621849,18497.0,0.056669730392156864,0.21836776960784313,163200000.0,35637620.0,0.21836776960784313
