epoch,train_loss,test_loss,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,tau_mean,tau_response_mean,tau_refractory_mean
1,0.029108762108267117,0.014344219025969506,0.8154547275641025,0.8122229447078831,0.9251,0.9238257239331359,0.9251,985.5380859375,0.12197254598140717,1259031.625,11287999.0,0.11153718084096909,1846.676025390625,1.807800054550171,1.6306345462799072,1.2608572244644165,331.4982184941694,1798.2137152003984,180.99644780158997,5.561074256896973,186.56045055389404,3.0166074633598328,0.5561074256896973,1572.515625,1827.58984375,61.3779296875,82.0,59.95751953125,82.0,0.0009997532801828658,nan,nan,nan
2,0.015173861770850852,0.01481703140437603,0.9293202457264957,0.9284883962395085,0.9338,0.9335937738829049,0.9338,804.694091796875,0.09959086030721664,1218666.75,11287999.0,0.1079612672328949,1846.676025390625,1.8938000202178955,1.7269222736358643,1.2620654106140137,5738.066142357067,4601.067844267445,10.45648455619812,2.1734085083007812,12.632945775985718,0.174274742603302,0.21734085083007812,1822.08203125,1874.58984375,61.875,82.0,59.95751953125,82.0,0.0009990133642141358,nan,nan,nan
3,0.014325133982536375,0.013679843923449517,0.9351963141025641,0.9345149747579982,0.9367,0.935981327008246,0.9367,755.1707153320312,0.09346172213554382,1207114.875,11287999.0,0.10693789273500443,1846.676025390625,1.8142999410629272,1.66403329372406,1.2919056415557861,5787.151334973796,5124.204700194667,10.36779522895813,1.9515223503112793,12.32201075553894,0.17279658714930216,0.19515223503112794,1820.625,1875.5859375,61.875,82.0,59.95751953125,82.0,0.00099778098230154,nan,nan,nan
4,0.013915624596879013,0.013720781555771827,0.9370659722222222,0.9364530752016964,0.9389,0.9385695286933322,0.9389,657.09521484375,0.08132366836071014,1174211.625,11287999.0,0.10402299463748932,1846.676025390625,1.8348000049591064,1.6663116216659546,1.1886473894119263,6000.43404857882,4814.876039129684,9.999276638031006,2.0768966674804688,12.082344770431519,0.1666546106338501,0.20768966674804687,1830.7890625,1842.39453125,61.875,82.0,59.95751953125,82.0,0.000996057350657239,nan,nan,nan
5,0.013699836594164053,0.011902344004809856,0.9366820245726496,0.9360700851864479,0.9475,0.9470710404772333,0.9475,658.2042236328125,0.08146091550588608,1176878.125,11287999.0,0.10425921529531479,1846.676025390625,1.732699990272522,1.5924010276794434,1.1683536767959595,5685.025259525952,5275.172628642816,10.55404281616211,1.8956725597381592,12.45267629623413,0.17590071360270182,0.1895672559738159,1833.3828125,1836.0703125,61.875,82.0,59.95751953125,82.0,0.0009938441702975688,nan,nan,nan
6,0.013446723305994375,0.011679531490802765,0.9384849091880342,0.9378778978824908,0.9493,0.9489147117648866,0.9493,622.4863891601562,0.07704039663076401,1164556.875,11287999.0,0.10316767543554306,1846.676025390625,1.7281999588012695,1.586116075515747,1.1703548431396484,5892.587351439776,5698.227496044204,10.182284355163574,1.7549316883087158,11.939871311187744,0.16970473925272625,0.17549316883087157,1812.82421875,1866.30078125,61.875,82.0,59.95751953125,82.0,0.0009911436253643444,nan,nan,nan
7,0.013479223186309394,0.012382968932390213,0.939453125,0.9388208264054215,0.9463,0.946350812901359,0.9493,596.4725952148438,0.07382086664438248,1157209.375,11287999.0,0.102516770362854,1846.676025390625,1.7242000102996826,1.5851210355758667,1.2188931703567505,5848.527017741408,5152.146830209881,10.25899338722229,1.9409384727478027,12.208549737930298,0.1709832231203715,0.19409384727478027,1840.765625,1862.32421875,61.875,82.0,59.95751953125,82.0,0.0009879583809693736,nan,nan,nan
8,0.013163561898912502,0.012493906374275684,0.9409555288461539,0.940386414750679,0.9495,0.9493661109887546,0.9495,561.9481811523438,0.06954804807901382,1148210.125,11287999.0,0.10171952843666077,1846.676025390625,1.757200002670288,1.6153764724731445,1.1834098100662231,5918.816627282483,5198.524241723028,10.137161493301392,1.9236228466033936,12.063292741775513,0.16895269155502318,0.19236228466033936,1864.85546875,1882.8046875,61.875,82.0,59.95751953125,82.0,0.0009842915805643154,nan,nan,nan
9,0.0131118124555876,0.013116719026863575,0.9423911591880342,0.9417992962039274,0.9425,0.9422959722760973,0.9495,549.2202758789062,0.0679728090763092,1141946.625,11287999.0,0.10116467624902725,1846.676025390625,1.7669999599456787,1.626631259918213,1.2620187997817993,6010.264139414839,4837.950218862739,9.982922315597534,2.066991090774536,12.05243992805481,0.16638203859329223,0.20669910907745362,1836.015625,1855.6640625,61.875,82.0,59.95751953125,82.0,0.0009801468428384714,nan,nan,nan
10,0.01296402390103023,0.01165968767851591,0.9436932425213675,0.9431149864314212,0.9528,0.9523664436723325,0.9528,544.3607788085938,0.06737138330936432,1142415.875,11287999.0,0.1012062355875969,1846.676025390625,1.746000051498413,1.622691035270691,1.2035917043685913,6227.407580094298,5165.940420603194,9.634827852249146,1.935755968093872,11.576178789138794,0.16058046420415242,0.1935755968093872,1791.40625,1854.8125,61.875,82.0,59.95751953125,82.0,0.0009755282581475767,nan,nan,nan
