epoch,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,layer_0_loss,layer_1_loss
1,0.7617710658482143,0.7488079087726,0.7648,0.7519637664771102,0.7648,1338.078857421875,0.33451971411705017,1375046.5,5624000.5,0.2444961965084076,1465.5631103515625,1.7062000036239624,1.5458943843841553,0.903842568397522,10014.76637208472,4706.3026671603775,5.991153240203857,2.124810218811035,20.24036955833435,0.09985255400339763,0.21248102188110352,3148.89453125,3227.9375,1315.107421875,1564.0,1232.73828125,2002.0,0.001,2.291508193526949,-0.008883535753869052
2,0.8514753069196429,0.8479403161842347,0.8521,0.8483070252000682,0.8521,1475.491455078125,0.36887282133102417,1453574.75,5624000.5,0.2584592401981354,1465.5631103515625,1.6866999864578247,1.553104043006897,0.8899166584014893,10049.74992456445,5449.0446025369865,5.970297813415527,1.835184097290039,19.245508193969727,0.09950496355692545,0.1835184097290039,3232.078125,3231.7890625,1314.494140625,2002.0,1231.98828125,2002.0,0.001,0.22035338250654085,-0.03486123561326947
3,0.8714948381696429,0.8694900844799548,0.8739,0.871961338082801,0.8739,1534.292724609375,0.38357311487197876,1489748.875,5624000.5,0.2648913562297821,1465.5631103515625,1.662600040435791,1.5236296653747559,0.860831618309021,11301.737437597163,5417.088837046689,5.308918237686157,1.8460099697113037,17.56879496574402,0.08848197062810262,0.18460099697113036,3289.20703125,3232.84375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,0.07058513616876942,-0.07597547077706882
4,0.8896833147321429,0.8873490505384346,0.8876,0.885692714297224,0.8876,1572.8377685546875,0.39320942759513855,1512966.0,5624000.5,0.26901957392692566,1465.5631103515625,1.8406000137329102,1.7476340532302856,0.9766713380813599,11866.116117024696,5072.3617799966305,5.056414365768433,1.971468210220337,17.317681789398193,0.08427357276280721,0.19714682102203368,3232.828125,3233.28515625,1314.494140625,2002.0,1231.98828125,2002.0,0.001,0.02248799484888358,-0.12257031670638494
5,0.8775460379464286,0.8757055462891721,0.8753,0.8739945602099126,0.8876,1618.477294921875,0.4046192765235901,1536272.75,5624000.5,0.27316370606422424,1465.5631103515625,1.9990999698638916,1.9047183990478516,1.0513240098953247,11439.42532827212,5658.27825433318,5.245018720626831,1.767322063446045,17.39030623435974,0.08741697867711386,0.1767322063446045,3279.7890625,3233.8828125,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.015296424007309335,-0.15789668262004852
6,0.8577706473214286,0.8551554611698788,0.8501,0.8475445075086048,0.8876,1673.1387939453125,0.41828471422195435,1561736.375,5624000.5,0.27769139409065247,1465.5631103515625,2.204900026321411,2.077167510986328,1.0598698854446411,11075.572053380352,5436.806821725844,5.417327404022217,1.8393149375915527,18.091259241104126,0.09028879006703695,0.18393149375915527,3233.90625,3233.7109375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.06465280295482703,-0.171622562621321
7,0.8236607142857143,0.8210603471973987,0.8241,0.8217444593332944,0.8876,1725.0638427734375,0.4312659204006195,1586321.25,5624000.5,0.282062828540802,1465.5631103515625,2.4470999240875244,2.338308572769165,1.090092658996582,10803.941942337045,5302.85596380766,5.553528547286987,1.8857762813568115,18.232072114944458,0.09255880912144979,0.18857762813568116,3233.9765625,3233.46484375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.12594630037035262,-0.17110405436583928
8,0.8530796595982143,0.8509751141519946,0.8541,0.8521798544785991,0.8876,1749.887451171875,0.43747183680534363,1600237.0,5624000.5,0.2845371663570404,1465.5631103515625,2.368299961090088,2.2728018760681152,1.0870318412780762,11439.244373669262,4761.7114398580625,5.245101690292358,2.1000852584838867,17.953688859939575,0.08741836150487264,0.21000852584838867,3279.46484375,3233.66015625,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.18195920544011251,-0.1712482858981405
9,0.8871547154017857,0.8859517435452189,0.8918,0.890823229368847,0.8918,1768.7818603515625,0.44219541549682617,1609473.875,5624000.5,0.2861795425415039,1465.5631103515625,2.2367000579833984,2.1717875003814697,1.0694026947021484,10794.854002288957,4877.09880862763,5.558203935623169,2.0503993034362793,18.377310037612915,0.09263673226038614,0.20503993034362794,3234.0390625,3234.93359375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.21288850797074182,-0.17476744949817657
10,0.9041224888392857,0.9029979993493494,0.905,0.903992681273556,0.905,1777.281005859375,0.4443202614784241,1614494.125,5624000.5,0.28707218170166016,1465.5631103515625,2.1559998989105225,2.096132516860962,1.0546588897705078,11179.134150770109,5094.029280651075,5.367141962051392,1.9630825519561768,18.32119059562683,0.08945236603418986,0.19630825519561768,3234.9453125,3234.5625,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.22793504489319666,-0.17735907435417175
11,0.9161551339285714,0.9153660904929278,0.9123,0.9117796038446417,0.9123,1783.332763671875,0.4458332061767578,1617428.875,5624000.5,0.2875940203666687,1465.5631103515625,2.097399950027466,2.0352954864501953,1.0297894477844238,10942.293455700968,4828.490495792703,5.483311176300049,2.071040630340576,18.339026927947998,0.09138851960500081,0.20710406303405762,3233.97265625,3234.3359375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.23585486305611475,-0.17970098767961776
12,0.9245082310267857,0.923954070012827,0.9216,0.9211770175874818,0.9216,1788.859619140625,0.44721493124961853,1619200.875,5624000.5,0.2879091203212738,1465.5631103515625,2.0552000999450684,1.9916449785232544,1.0286877155303955,11230.448714587481,5282.8260894755695,5.342618227005005,1.8929262161254883,18.14229393005371,0.08904363711675008,0.18929262161254884,3234.328125,3233.55859375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.2399021897997175,-0.1814963540860585
13,0.92919921875,0.9287616565956908,0.9264,0.9262176802108166,0.9264,1791.168212890625,0.4477919936180115,1620394.375,5624000.5,0.2881213426589966,1465.5631103515625,2.039099931716919,1.9818652868270874,1.0206711292266846,11075.611048718858,5165.405376114995,5.417308330535889,1.9359564781188965,18.670795440673828,0.09028847217559814,0.19359564781188965,3233.56640625,3233.2734375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.24336382959570205,-0.18457354498761042
14,0.9373081752232143,0.9367430787506494,0.9322,0.9316769496507554,0.9322,1792.201416015625,0.4480503499507904,1620643.5,5624000.5,0.2881656289100647,1465.5631103515625,1.9972000122070312,1.94711434841156,1.027769684791565,10034.508167698594,4387.24494188054,5.979366302490234,2.279334783554077,19.72114396095276,0.0996561050415039,0.22793347835540773,3233.1875,3232.5703125,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.24620446882077626,-0.18562383417572295
15,0.9418422154017857,0.9413641809502554,0.9362,0.9357129075772297,0.9362,1793.76123046875,0.4484403431415558,1621085.25,5624000.5,0.28824418783187866,1465.5631103515625,1.9744999408721924,1.929929494857788,1.02448308467865,9827.670901857762,4982.163981612704,6.105210542678833,2.007159948348999,20.220328092575073,0.10175350904464722,0.2007159948348999,3232.9296875,3233.6328125,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.24913211592606135,-0.18808079404490335
16,0.9452950613839286,0.9448130196776899,0.9416,0.9411515027148081,0.9416,1792.93701171875,0.44823428988456726,1621122.625,5624000.5,0.2882508337497711,1465.5631103515625,1.9615000486373901,1.9219413995742798,1.0361779928207397,10715.927404726111,5242.139547788875,5.599142074584961,1.9076180458068848,17.987926244735718,0.09331903457641602,0.19076180458068848,3351.11328125,3233.8203125,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25008878111839294,-0.1887305485350745
17,0.9488699776785714,0.9484345763998923,0.9442,0.9438331255268686,0.9442,1791.39697265625,0.44784918427467346,1621166.625,5624000.5,0.2882586121559143,1465.5631103515625,1.9458999633789062,1.9048930406570435,1.0344927310943604,10781.167123696358,5571.80673528676,5.565260171890259,1.7947499752044678,18.231600046157837,0.09275433619817099,0.17947499752044677,3233.84375,3233.93359375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25136727413960863,-0.19083695539406367
18,0.9499686104910714,0.9495223989658497,0.9433,0.9428183807226895,0.9442,1792.6805419921875,0.44817012548446655,1621202.75,5624000.5,0.28826504945755005,1465.5631103515625,1.9249999523162842,1.8831760883331299,1.0166252851486206,11011.407908876747,5022.687273440113,5.448894500732422,1.9909660816192627,18.48976469039917,0.09081490834554036,0.19909660816192626,3248.06640625,3234.1796875,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.2527756712266377,-0.19305227377585002
19,0.9511021205357143,0.9506724477523054,0.9452,0.9447088720424869,0.9452,1794.710205078125,0.44867753982543945,1621020.75,5624000.5,0.2882327437400818,1465.5631103515625,1.9368000030517578,1.9000211954116821,1.0378226041793823,11287.95802030815,5485.704719404437,5.315398931503296,1.8229198455810547,17.853058099746704,0.0885899821917216,0.18229198455810547,3375.6796875,3234.359375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25372227813516346,-0.19451154981340682
20,0.9554792131696429,0.9550970087054891,0.9484,0.9480144751332874,0.9484,1793.5194091796875,0.44837987422943115,1621111.875,5624000.5,0.2882489264011383,1465.5631103515625,1.923699975013733,1.8870729207992554,1.0287953615188599,10957.417946474254,5532.000315488452,5.47574257850647,1.807664394378662,18.742120027542114,0.09126237630844117,0.18076643943786622,3234.4609375,3235.05859375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25465079716273714,-0.1963062041572162
21,0.9560372488839286,0.9556627595839615,0.9487,0.9482408704709668,0.9487,1795.2186279296875,0.44880467653274536,1621020.0,5624000.5,0.28823259472846985,1465.5631103515625,1.9458999633789062,1.9111415147781372,1.0254530906677246,11440.1388027756,4872.249785881652,5.244691610336304,2.0524399280548096,17.97273850440979,0.0874115268389384,0.20524399280548095,3310.18359375,3234.55859375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25530637162072317,-0.19727086275815964
22,0.9579903738839286,0.9575677148889895,0.9509,0.9504294504737161,0.9509,1794.2349853515625,0.4485587477684021,1620326.375,5624000.5,0.28810927271842957,1465.5631103515625,1.9359999895095825,1.9021979570388794,1.024006962776184,10995.165562372835,4879.934278076291,5.45694375038147,2.049207925796509,18.65477991104126,0.09094906250635783,0.20492079257965087,3235.48828125,3235.80859375,1314.494140625,2002.0,1231.98828125,2002.0,0.001,-0.25590934072222027,-0.19911563290016993
