epoch,train_loss,test_loss,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,tau_mean,tau_response_mean,tau_refractory_mean
1,0.03424270552559159,0.02251250058412552,0.7754073183760684,0.771686090271368,0.8536,0.8480587825793405,0.8536,344.220703125,0.1704062968492508,673849.375,2821999.75,0.2387842983007431,1124.4820556640625,1.340499997138977,1.2782334089279175,0.44812896847724915,4120.78156475911,3774.036028184265,14.560344696044922,2.6496832370758057,17.213472604751587,0.2426724116007487,0.26496832370758056,1562.1015625,1733.69921875,49.12158203125,74.0,46.16845703125,74.0,0.0009997532801828658,nan,2.018335501352946,9.856042544047037
2,0.023427484365992058,0.024115000487864018,0.8597422542735043,0.8564835906006737,0.8246,0.8210167930054082,0.8536,237.53160095214844,0.11758990585803986,645186.25,2821999.75,0.2286272644996643,1124.4820556640625,1.3349000215530396,1.2892311811447144,0.4534054398536682,5806.278706280256,5504.276725631036,10.333641052246094,1.8167691230773926,12.154179573059082,0.17222735087076824,0.18167691230773925,1737.4609375,1735.94921875,49.2490234375,74.0,46.16845703125,74.0,0.0009990133642141358,nan,2.0392167965571084,9.692580858866373
3,0.023440839074010778,0.021870000377297402,0.8584902510683761,0.8552588607377494,0.8651,0.862029879939976,0.8651,205.86990356445312,0.10191579163074493,636154.5,2821999.75,0.2254268079996109,1124.4820556640625,1.3372999429702759,1.2717604637145996,0.4448670744895935,4491.969285896121,3475.130589653942,13.357170581817627,2.877589702606201,16.238640069961548,0.22261950969696045,0.28775897026062014,1736.3671875,1746.0,49.2490234375,74.0,46.16845703125,74.0,0.00099778098230154,nan,2.0668287674585977,9.45126215616862
4,0.023872780161869958,0.021052500405907632,0.8517294337606838,0.8481405157602253,0.8884,0.8872443403576146,0.8884,183.40609741210938,0.0907951071858406,627326.375,2821999.75,0.2222984880208969,1124.4820556640625,1.210800051689148,1.154997706413269,0.36190253496170044,4489.574564432312,4495.528698665566,13.364295244216919,2.2244324684143066,15.594042778015137,0.22273825407028197,0.22244324684143066,1744.29296875,1732.390625,49.2490234375,74.0,46.16845703125,74.0,0.000996057350657239,nan,2.0936809380849204,9.241993427276611
5,0.02359358347657845,0.02200250039845705,0.8501936431623932,0.8465675312194048,0.8655,0.8645153721465553,0.8884,152.4008026123047,0.07544595003128052,617089.25,2821999.75,0.21867087483406067,1124.4820556640625,1.3597999811172485,1.2883882522583008,0.4530126452445984,5415.47840456902,4768.926227989089,11.07935357093811,2.0969080924987793,13.179748296737671,0.1846558928489685,0.20969080924987793,1734.66015625,1734.5078125,49.2490234375,74.0,46.16845703125,74.0,0.0009938441702975688,nan,2.1250842412312827,9.010993639628092
6,0.024135283504923184,0.026932500591874124,0.8460036057692307,0.8418310284383204,0.8105,0.8023665273659647,0.8884,135.86839294433594,0.06726158410310745,612733.875,2821999.75,0.21712751686573029,1124.4820556640625,1.350100040435791,1.2641578912734985,0.4408837854862213,5412.697986632612,4898.7129605481305,11.085044860839844,2.0413525104522705,13.129772424697876,0.18475074768066407,0.20413525104522706,1740.05859375,1739.01171875,49.2490234375,74.0,46.16845703125,74.0,0.0009911436253643444,nan,2.161938269933065,8.781095027923584
7,0.02366119168069946,0.024305000603199005,0.8502437232905983,0.846699271124639,0.8592,0.8588996591356091,0.8884,125.9926986694336,0.06237262114882469,607309.9375,2821999.75,0.21520552039146423,1124.4820556640625,1.3209999799728394,1.2759543657302856,0.4469939172267914,5610.191510485409,7554.086871826126,10.694822072982788,1.323786735534668,12.022189140319824,0.17824703454971313,0.1323786735534668,1739.71875,1739.9375,49.2490234375,74.0,46.16845703125,74.0,0.0009879583809693736,nan,2.2029542128245034,8.575332959493002
8,0.023902410902003318,0.023797500371932984,0.8456196581196581,0.8418176478766604,0.8643,0.862573893408378,0.8884,120.23750305175781,0.05952351540327072,606356.8125,2821999.75,0.21486777067184448,1124.4820556640625,1.3355000019073486,1.2693508863449097,0.4436225891113281,7043.061009718266,7316.878469770259,8.519023180007935,1.3667030334472656,9.888980388641357,0.1419837196667989,0.13667030334472657,1740.42578125,1739.6875,49.2490234375,74.0,46.16845703125,74.0,0.0009842915805643154,nan,2.250295718510946,8.365061283111572
9,0.022867838905837674,0.018567500326037406,0.8547843215811965,0.851516425659806,0.8826,0.8811006500085421,0.8884,116.07949829101562,0.057465098798274994,604178.8125,2821999.75,0.21409595012664795,1124.4820556640625,1.2741999626159668,1.2084749937057495,0.40621811151504517,6363.078332479515,6992.244239360148,9.42939829826355,1.4301559925079346,10.864481925964355,0.1571566383043925,0.14301559925079346,1740.9609375,1739.953125,49.2490234375,74.0,46.16845703125,74.0,0.0009801468428384714,nan,2.2946019967397056,8.206817785898844
10,0.023420389636188872,0.022967500334978103,0.849075186965812,0.8453617478627737,0.8769,0.8735621719350117,0.8884,105.52220153808594,0.05223871394991875,601531.8125,2821999.75,0.21315798163414001,1124.4820556640625,1.2685999870300293,1.2192952632904053,0.41376906633377075,5554.984121079635,5710.880985914726,10.801110982894897,1.7510433197021484,12.556527137756348,0.18001851638158162,0.17510433197021485,1740.140625,1739.64453125,49.2490234375,74.0,46.16845703125,74.0,0.0009755282581475767,nan,2.3447983264923096,8.061474959055582
11,0.02303226865652917,0.0220975005030632,0.8504774305555556,0.8470417813890982,0.8752,0.8719092991489438,0.8884,102.63760375976562,0.05081069469451904,600537.0,2821999.75,0.21280544996261597,1124.4820556640625,1.305999994277954,1.248628854751587,0.43221819400787354,5585.2596762204585,6263.854637731568,10.742562294006348,1.5964610576629639,12.343043565750122,0.1790427049001058,0.1596461057662964,1740.1171875,1739.69140625,49.2490234375,74.0,46.16845703125,74.0,0.0009704403844771127,nan,2.3928821881612143,7.942532221476237
12,0.0228210974456822,0.023060000360012056,0.852363782051282,0.8486624830480096,0.8541,0.8475710608399032,0.8884,99.26840209960938,0.04914277791976929,597972.25,2821999.75,0.2118966281414032,1124.4820556640625,1.2487000226974487,1.1779651641845703,0.3824833631515503,6214.2845290050045,5438.234291559251,9.655174255371094,1.838832139968872,11.497561693191528,0.16091957092285156,0.1838832139968872,1739.94921875,1739.4765625,49.2490234375,74.0,46.16845703125,74.0,0.0009648882429441257,nan,2.4462695121765137,7.8240272998809814
13,0.02359149672297968,0.023325000488758088,0.8442674946581197,0.8402413823560702,0.867,0.865235806063619,0.8884,89.19110107421875,0.04415401071310043,593926.9375,2821999.75,0.21046310663223267,1124.4820556640625,1.3194999694824219,1.26032292842865,0.438810795545578,6134.338566521853,5654.785153287634,9.781005620956421,1.768413782119751,11.552747249603271,0.16301676034927368,0.1768413782119751,1740.609375,1740.15234375,49.2490234375,74.0,46.16845703125,74.0,0.0009588773128419905,nan,2.4987409909566245,7.740865310033162
14,0.022988865824623242,0.02149750035405159,0.8511284722222222,0.8475545350147206,0.8687,0.8675099082451936,0.8884,83.75879669189453,0.041464757174253464,590808.5625,2821999.75,0.2093581110239029,1124.4820556640625,1.195099949836731,1.12305748462677,0.3285031318664551,5664.744880759956,4526.930640771133,10.591827392578125,2.2090022563934326,12.804797410964966,0.17653045654296876,0.22090022563934325,1740.640625,1739.6640625,49.2490234375,74.0,46.16845703125,74.0,0.0009524135262330098,nan,2.55144468943278,7.661404132843018
15,0.023267227947377622,0.026585000509023668,0.8472889957264957,0.8432469318934764,0.7874,0.7861989901816695,0.8884,86.56700134277344,0.042854949831962585,592173.125,2821999.75,0.20984162390232086,1124.4820556640625,1.1855000257492065,1.1088392734527588,0.31143736839294434,4888.052026360937,4100.461253791846,12.274828433990479,2.4387500286102295,14.717203617095947,0.2045804738998413,0.24387500286102295,1739.73046875,1738.26953125,49.2490234375,74.0,46.16845703125,74.0,0.0009455032620941839,nan,2.609079360961914,7.588097254435222
16,0.023749249187321998,0.02086000030040741,0.8443676549145299,0.8408639344538434,0.8789,0.8765694294811407,0.8884,76.30349731445312,0.03777401149272919,588533.125,2821999.75,0.20855176448822021,1124.4820556640625,1.2958999872207642,1.2430310249328613,0.4289137125015259,4142.284228130155,3803.1917474000484,14.484761714935303,2.6293704509735107,17.117604732513428,0.2414126952489217,0.26293704509735105,1740.50390625,1739.96875,49.2490234375,74.0,46.16845703125,74.0,0.0009381533400219318,nan,2.6709015369415283,7.530664126078288
17,0.023508447208481595,0.02256000040769577,0.8430655715811965,0.8390941313592123,0.845,0.8408155328934587,0.8884,75.9094009399414,0.03757891058921814,587638.5,2821999.75,0.2082347720861435,1124.4820556640625,1.2109999656677246,1.1385798454284668,0.34550759196281433,3968.899607554683,3073.1660174090957,15.11754035949707,3.2539732456207275,18.37717628479004,0.25195900599161786,0.32539732456207277,1740.7265625,1740.6015625,49.2490234375,74.0,46.16845703125,74.0,0.0009303710135019719,nan,2.7337396144866943,7.4713960488637285
