epoch,train_loss,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,best_test_f1,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_spike_count,train_global_spike_rate,test_spike_count,test_global_spike_rate
0,0.0012415683287287232,0.0858843537414966,0.0851923965290631,0.07291666666666667,0.029227837380011293,0.07291666666666667,0.029227837380011293,13.462281335703976,29.829495315945678,74.28161505939198,33.52386587195926,12762421221.0,0.07467663287438606,3294304759.0,0.09302098374682975
1,0.00031993968373388357,0.08333333333333333,0.06592103454115822,0.08333333333333333,0.013986013986013986,0.08333333333333333,0.029227837380011293,13.643313217015187,37.13168285468592,73.2959790700147,26.931179066499073,12691259712.0,0.07426024621934944,3017009033.0,0.08519100956158122
2,8.783926917506808e-05,0.08503401360544217,0.04163176170766838,0.08333333333333333,0.013986013986013986,0.08333333333333333,0.029227837380011293,13.835560648947707,34.86571608612536,72.277519167686,28.681470288170708,12949247536.0,0.07576980789932354,2616557831.0,0.07388350540584916
3,6.328989924082127e-06,0.08333333333333333,0.03931354476290523,0.08333333333333333,0.013986013986013986,0.08333333333333333,0.029227837380011293,13.835446747084383,38.61419597437364,72.27811420044931,25.897211498684353,13262827987.0,0.07760465818442301,2947537673.0,0.08322935309012841
4,7.391107783714811e-05,0.07312925170068027,0.0413392672715231,0.08333333333333333,0.013986013986013986,0.08333333333333333,0.029227837380011293,13.684651454142273,36.570936975145585,73.0745684938366,27.344117561976116,13919471618.0,0.08144687076402385,4073366401.0,0.11501927644888649
5,-0.00022777190881960555,0.0858843537414966,0.07604543469358481,0.09722222222222222,0.061773146439372484,0.09722222222222222,0.061773146439372484,13.559078671812161,38.88132218432025,73.75132368535412,25.719289978345234,13772444103.0,0.08058657007577967,4084816463.0,0.11534259080779405
