epoch,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,layer_0_loss,layer_1_loss
1,0.7587716238839286,0.7469112801138931,0.7668,0.7541529926784218,0.7668,3538.501953125,0.35385018587112427,2776179.75,14060000.0,0.19745232164859772,2015.4056396484375,3.9033000469207764,3.5641627311706543,2.7454004287719727,6743.389176181773,2912.8895255945536,8.897603034973145,3.4330172538757324,30.2423255443573,0.14829338391621907,0.34330172538757325,3788.72265625,3828.7421875,3268.716796875,3956.0,2913.244140625,5042.0,0.001,0.012422583465065275,-0.0037646693194151987
2,0.8483014787946429,0.8464599419434995,0.8551,0.8527682205827093,0.8551,3984.99365234375,0.39849933981895447,2998476.25,14060000.0,0.2132628858089447,2015.4056396484375,3.4205000400543213,2.9747397899627686,2.318629503250122,6700.467976352928,3189.578241930606,8.954598426818848,3.1352107524871826,29.75586485862732,0.14924330711364747,0.31352107524871825,3833.8671875,3833.07421875,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.20388724654912949,-0.010601742791810207
3,0.8954206194196429,0.894289682801559,0.9004,0.8990282207990898,0.9004,3930.394775390625,0.3930394649505615,2970979.25,14060000.0,0.21130722761154175,2015.4056396484375,3.3178000450134277,3.0356507301330566,2.368523120880127,6641.671329188088,3132.8040866610927,9.033870697021484,3.192028522491455,30.871562004089355,0.15056451161702475,0.3192028522491455,3833.078125,3833.796875,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.22688542093549455,-0.020076810914490904
4,0.9072963169642857,0.9065676490175749,0.9092,0.9080172466406721,0.9092,3902.341552734375,0.3902341425418854,2954823.75,14060000.0,0.21015815436840057,2015.4056396484375,3.174499988555908,2.9039814472198486,2.311840772628784,6585.752018663826,3008.2843034311177,9.110576868057251,3.3241539001464844,30.98560357093811,0.15184294780095417,0.3324153900146484,3833.796875,3833.078125,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.23677067777940206,-0.03684654565794127
5,0.9247872488839286,0.9242632375819919,0.9269,0.9259856614204937,0.9269,3846.70361328125,0.38467031717300415,2926112.75,14060000.0,0.20811615884304047,2015.4056396484375,3.2170000076293945,3.0249218940734863,2.3720974922180176,6486.033937251423,3116.663862813717,9.250645399093628,3.208559036254883,30.289238214492798,0.15417742331822712,0.32085590362548827,3833.0234375,3833.23046875,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.24276828340121678,-0.054517684770481925
6,0.9301583426339286,0.9296190287234719,0.9294,0.9285125516508914,0.9294,3783.22412109375,0.37832245230674744,2892086.5,14060000.0,0.20569604635238647,2015.4056396484375,3.180999994277954,2.9956960678100586,2.3558011054992676,6125.759712948485,3068.3151752082886,9.794703483581543,3.259117603302002,32.10000157356262,0.1632450580596924,0.3259117603302002,3833.92578125,3834.09375,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.2464694157242775,-0.07459787492241178
7,0.9384416852678571,0.9380826886256395,0.9391,0.938558160200094,0.9391,3725.946044921875,0.37259459495544434,2859694.5,14060000.0,0.20339219272136688,2015.4056396484375,3.2046000957489014,3.048983097076416,2.3106026649475098,6075.023565443375,3005.780512516513,9.876504898071289,3.32692289352417,32.926557302474976,0.1646084149678548,0.332692289352417,3834.09765625,3833.72265625,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.249054776770728,-0.10071548021265439
8,0.9381452287946429,0.9375143350760267,0.94,0.9391439031876315,0.94,3668.8447265625,0.3668844401836395,2830916.0,14060000.0,0.20134536921977997,2015.4056396484375,3.0445001125335693,2.8797872066497803,2.184572696685791,5962.273230769639,2926.6462151208166,10.063275814056396,3.4168803691864014,33.49209713935852,0.1677212635676066,0.34168803691864014,3833.953125,3834.6953125,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.25109638060842243,-0.12843506730028562
9,0.9417898995535714,0.9413202785470192,0.9441,0.9435955011847639,0.9441,3616.78369140625,0.3616783618927002,2805785.5,14060000.0,0.19955798983573914,2015.4056396484375,3.069999933242798,2.919182300567627,2.1997809410095215,6009.556565603475,2982.468141314657,9.984097719192505,3.3529276847839355,33.90549635887146,0.16640162865320843,0.33529276847839357,3834.69921875,3834.42578125,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.25224641604082926,-0.15028912893363408
10,0.9416678292410714,0.9411081530196407,0.9428,0.9421570387049863,0.9441,3576.95361328125,0.3576953411102295,2786762.5,14060000.0,0.19820497930049896,2015.4056396484375,3.043600082397461,2.8945693969726562,2.175947666168213,5873.519960526757,3287.7974255292215,10.215339422225952,3.0415499210357666,32.15907430648804,0.1702556570370992,0.30415499210357666,3834.67578125,3834.546875,3268.853515625,5044.0,2913.244140625,5044.0,0.001,-0.25365214475563597,-0.16122350416013173
