run_id,dataset,method,epoch,model,hidden_dim,num_layers,T,split_by,val_ratio,tau,v_threshold,v_reset,tau_response,tau_refractory,input_gain,lr,weight_decay,alpha,label_scale,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,test_acc,test_macro_precision,test_macro_recall,test_macro_f1,best_test_acc,best_test_macro_f1,train_time_sec,test_time_sec,epoch_time_sec,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,test_confusion_path,best_test_confusion_path,final_test_confusion_path,best_model_path,final_model_path,layer_0_loss,layer_1_loss,train_total_spikes,train_global_spike_rate,train_dense_synops,train_event_synops,train_energy_proxy_synops,train_event_to_dense_ratio,train_layer_0_spike_count,train_layer_0_spike_rate,train_layer_0_active_input_rate,train_layer_0_dense_synops,train_layer_0_event_synops,train_layer_0_event_to_dense_ratio,train_layer_1_spike_count,train_layer_1_spike_rate,train_layer_1_active_input_rate,train_layer_1_dense_synops,train_layer_1_event_synops,train_layer_1_event_to_dense_ratio,test_total_spikes,test_global_spike_rate,test_dense_synops,test_event_synops,test_energy_proxy_synops,test_event_to_dense_ratio,test_layer_0_spike_count,test_layer_0_spike_rate,test_layer_0_active_input_rate,test_layer_0_dense_synops,test_layer_0_event_synops,test_layer_0_event_to_dense_ratio,test_layer_1_spike_count,test_layer_1_spike_rate,test_layer_1_active_input_rate,test_layer_1_dense_synops,test_layer_1_event_synops,test_layer_1_event_to_dense_ratio
20260503_002811,shd,ff,1,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.06982421875,0.08348938330717072,0.06958983061197457,0.06145488599196469,0.0784313725490196,0.08800422543769516,0.07764406495488521,0.0633574105282118,0.0784313725490196,0.0633574105282118,7.044407367706299,1.3100156784057617,13.451109886169434,581.4541644450187,622.8933084167667,1.7198260175064206,1.6054113705952961,1500.50390625,1533.51171875,1429.67724609375,1604.0,524.0146484375,1830.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,0.042888130992650986,0.0008999897981993854,144070529.0,0.17586734497070314,499712000000.0,179039289500.0,179039289500.0,0.35828495113185194,105904599.0,0.25855614990234377,0.4275410630967882,294912000000.0,126086990000.0,0.4275410630967882,38165930.0,0.0931785400390625,0.25855614990234377,204800000000.0,52952299500.0,0.25855614990234377,28610901.0,0.17531189338235295,99552000000.0,35725157500.0,35725157500.0,0.35885926450498234,21019335.0,0.25758988970588237,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,7591566.0,0.09303389705882353,0.25758988970588237,40800000000.0,10509667500.0,0.25758988970588237
20260503_002811,shd,ff,2,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.10205078125,0.12136894204017926,0.10107372631007927,0.08069238399782634,0.08455882352941177,0.09993717866492749,0.08591382158403435,0.06430051701904836,0.08455882352941177,0.06430051701904836,2.791611671447754,0.6229517459869385,6.720610618591309,1467.2527851539535,1309.8927890589928,0.6815458182245493,0.7634212573369344,1599.515625,1599.76171875,1432.0478515625,1832.0,524.0029296875,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.003135517705231905,-0.0032130577601492405,144877359.0,0.17685224487304688,499712000000.0,179041769500.0,179041769500.0,0.3582899139904585,105478639.0,0.25751620849609375,0.4282716539171007,294912000000.0,126302450000.0,0.4282716539171007,39398720.0,0.09618828125,0.25751620849609375,204800000000.0,52739319500.0,0.25751620849609375,28788258.0,0.17639863970588235,99552000000.0,35688890000.0,35688890000.0,0.3584949574091932,20946800.0,0.2567009803921569,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,7841458.0,0.09609629901960784,0.2567009803921569,40800000000.0,10473400000.0,0.2567009803921569
20260503_002811,shd,ff,3,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.123779296875,0.16855647933046122,0.12376264564619488,0.10697214655561083,0.10294117647058823,0.12684931331416796,0.10684978770750046,0.08506637439948964,0.10294117647058823,0.08506637439948964,2.1940526962280273,0.6174163818359375,5.631476879119873,1866.8649148863942,1321.6364579986655,0.5356573965400457,0.7566377228381587,1601.265625,1601.265625,1432.0478515625,2058.0,523.21630859375,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.022450856864452362,-0.008402124047279358,145636866.0,0.17777937744140626,499712000000.0,178267742000.0,178267742000.0,0.356740966796875,104339424.0,0.254734921875,0.42757849799262154,294912000000.0,126098030000.0,0.42757849799262154,41297442.0,0.1008238330078125,0.254734921875,204800000000.0,52169712000.0,0.254734921875,28951217.0,0.1773971629901961,99552000000.0,35580387000.0,35580387000.0,0.35740504459980715,20729794.0,0.2540415931372549,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,8221423.0,0.10075273284313725,0.2540415931372549,40800000000.0,10364897000.0,0.2540415931372549
20260503_002811,shd,ff,4,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.143310546875,0.1750784839189326,0.14339327263027854,0.12915215435381983,0.12377450980392157,0.17102199752824465,0.12534609675532127,0.11703917994319712,0.12377450980392157,0.11703917994319712,1.714486837387085,0.6348812580108643,5.0842061042785645,2389.053045307943,1285.279711290574,0.4185758880339563,0.7780407573662552,1601.2734375,1601.28125,1432.54931640625,2058.0,523.1845703125,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.03203684836626053,-0.01043130923062563,146608496.0,0.17896544921875,499712000000.0,177827094500.0,177827094500.0,0.35585916387839395,103205449.0,0.25196642822265625,0.42800689697265626,294912000000.0,126224370000.0,0.42800689697265626,43403047.0,0.10596447021484375,0.25196642822265625,204800000000.0,51602724500.0,0.25196642822265625,29131245.0,0.17850027573529412,99552000000.0,35463006000.0,35463006000.0,0.3562259522661524,20495032.0,0.25116460784313727,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,8636213.0,0.10583594362745098,0.25116460784313727,40800000000.0,10247516000.0,0.25116460784313727
20260503_002811,shd,ff,5,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.159423828125,0.19079522740923155,0.15894005487340226,0.15103045942998478,0.13848039215686275,0.1615894566093507,0.13794324414076078,0.12714734874516465,0.13848039215686275,0.12714734874516465,1.662794589996338,0.6315188407897949,5.003126621246338,2463.3229050913747,1292.122969727218,0.4059557104483247,0.7739201480267095,1601.2890625,1601.29296875,1432.67578125,2058.0,523.31103515625,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.04711785912513733,-0.015954915434122086,148094631.0,0.18077957885742188,499712000000.0,177381981500.0,177381981500.0,0.3549684248126921,102296563.0,0.24974746826171876,0.42803853352864585,294912000000.0,126233700000.0,0.42803853352864585,45798068.0,0.111811689453125,0.24974746826171876,204800000000.0,51148281500.0,0.24974746826171876,29411542.0,0.1802177818627451,99552000000.0,35365086000.0,35365086000.0,0.35524234570877533,20299192.0,0.24876460784313725,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,9112350.0,0.11167095588235294,0.24876460784313725,40800000000.0,10149596000.0,0.24876460784313725
20260503_002811,shd,ff,6,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.1875,0.22489547897098242,0.18598826519828796,0.17897510986164336,0.16666666666666666,0.1927453135265635,0.16371761675716867,0.15802220106043702,0.16666666666666666,0.15802220106043702,1.659454107284546,0.6387884616851807,5.062298059463501,2468.28157646523,1277.418189187888,0.4051401629112661,0.7828289971632116,1601.296875,1601.3125,1432.54931640625,2058.0,523.1845703125,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.0588020421564579,-0.01930995285511017,150482653.0,0.18369464477539063,499712000000.0,177168468500.0,177168468500.0,0.3545411527039575,101796297.0,0.24852611572265626,0.42816270616319446,294912000000.0,126270320000.0,0.42816270616319446,48686356.0,0.118863173828125,0.24852611572265626,204800000000.0,50898148500.0,0.24852611572265626,29875856.0,0.1830628431372549,99552000000.0,35314261500.0,35314261500.0,0.35473181352459016,20197543.0,0.2475189093137255,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,9678313.0,0.11860677696078431,0.2475189093137255,40800000000.0,10098771500.0,0.2475189093137255
20260503_002811,shd,ff,7,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.2109375,0.24098429525796766,0.2107325234923419,0.20181977186956698,0.17401960784313725,0.2112707284171705,0.172007659109324,0.17087296976737773,0.17401960784313725,0.17087296976737773,1.6467597484588623,0.6320705413818359,4.992968797683716,2487.3087916031986,1290.995144649609,0.40204095421358943,0.7745962516934264,1601.31640625,1601.328125,1432.67578125,2058.0,523.31103515625,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.06717187911272049,-0.021943101659417152,153114927.0,0.18690786987304686,499712000000.0,176939351500.0,176939351500.0,0.3540826546090548,101601343.0,0.24805015380859374,0.4277163357204861,294912000000.0,126138680000.0,0.4277163357204861,51513584.0,0.1257655859375,0.24805015380859374,204800000000.0,50800671500.0,0.24805015380859374,30409635.0,0.18633354779411765,99552000000.0,35299269000.0,35299269000.0,0.35458121383799424,20167558.0,0.24715144607843137,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,10242077.0,0.12551564950980393,0.24715144607843137,40800000000.0,10083779000.0,0.24715144607843137
20260503_002811,shd,ff,8,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.2197265625,0.24789736425315673,0.21917869018566377,0.21441783170032566,0.19362745098039216,0.21516283388915855,0.19051052987240494,0.18712511267827048,0.19362745098039216,0.18712511267827048,1.6813483238220215,0.679826021194458,5.629494905471802,2436.1400561479254,1200.3070999934419,0.4104854306206107,0.8331201240128162,1601.33203125,1601.33984375,1432.54931640625,2058.0,523.1845703125,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.0731586143374443,-0.024767708033323288,156164483.0,0.19063047241210937,499712000000.0,177191286500.0,177191286500.0,0.35458681500544315,101702253.0,0.24829651611328124,0.42839952256944447,294912000000.0,126340160000.0,0.42839952256944447,54462230.0,0.1329644287109375,0.24829651611328124,204800000000.0,50851126500.0,0.24829651611328124,31001099.0,0.18995771446078433,99552000000.0,35303357500.0,35303357500.0,0.35462228282706526,20175735.0,0.2472516544117647,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,10825364.0,0.13266377450980393,0.2472516544117647,40800000000.0,10087867500.0,0.2472516544117647
20260503_002811,shd,ff,9,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.230224609375,0.26716198990179246,0.23123587269951637,0.2270947700348409,0.21323529411764705,0.24109289102858283,0.2094030585085481,0.20556578681886384,0.21323529411764705,0.20556578681886384,1.8368635177612305,0.6789178848266602,5.796114683151245,2229.8880457880755,1201.912658713269,0.4484530072659254,0.8320072117973777,1601.34765625,1601.3515625,1432.67578125,2058.0,523.31103515625,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.08197028189897537,-0.029138440266251564,159228288.0,0.19437046875,499712000000.0,177084337500.0,177084337500.0,0.354372793729188,101836475.0,0.24862420654296874,0.42780931260850696,294912000000.0,126166100000.0,0.42780931260850696,57391813.0,0.14011673095703125,0.24862420654296874,204800000000.0,50918237500.0,0.24862420654296874,31639955.0,0.19387227328431372,99552000000.0,35323619000.0,35323619000.0,0.35482580962712956,20216258.0,0.24774825980392157,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,11423697.0,0.13999628676470588,0.24774825980392157,40800000000.0,10108129000.0,0.24774825980392157
20260503_002811,shd,ff,10,dynsrm,500,2,10,number,0.1,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,1.0,1.0,0.248046875,0.2774060305407319,0.24914085198400154,0.24391498303463338,0.23039215686274508,0.26141583607298374,0.22784719659396474,0.2251158140062696,0.23039215686274508,0.2251158140062696,2.046699285507202,0.7596867084503174,6.2522547245025635,2001.2710362504235,1074.1269933030103,0.4996824427507818,0.9309886132969576,1601.3671875,1601.375,1432.54931640625,2058.0,523.1845703125,2058.0,,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_eval_confusion.csv,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_best_model.pth,./result/v2/dynsrm/SHD_dynsrm_FF_v2_append_label_20260503_002811_final_model.pth,-0.09170282632112503,-0.032278530299663544,162491957.0,0.19835443969726563,499712000000.0,177168623000.0,177168623000.0,0.35454146188204405,102165926.0,0.2494285302734375,0.4275365532769097,294912000000.0,126085660000.0,0.4275365532769097,60326031.0,0.14728034912109375,0.2494285302734375,204800000000.0,51082963000.0,0.2494285302734375,32287533.0,0.1978402757352941,99552000000.0,35359933000.0,35359933000.0,0.3551905838154934,20288886.0,0.2486383088235294,0.42918521922657954,58752000000.0,25215490000.0,0.42918521922657954,11998647.0,0.1470422426470588,0.2486383088235294,40800000000.0,10144443000.0,0.2486383088235294
