run_id,epoch,model,hidden_dim,num_layers,T,tau,v_threshold,v_reset,tau_response,tau_refractory,input_gain,lr,weight_decay,loss_name,target_rate,rate_lambda,confidence_lambda,eval_subset,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,test_acc,test_macro_precision,test_macro_recall,test_macro_f1,best_test_acc,best_test_macro_f1,train_time_sec,test_time_sec,epoch_time_sec,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,test_confusion_path,best_test_confusion_path,final_test_confusion_path,best_model_path,final_model_path,layer_0_loss,layer_0_cls_loss,layer_0_mean_rate,layer_0_goodness,layer_1_loss,layer_1_cls_loss,layer_1_mean_rate,layer_1_goodness,layer_2_loss,layer_2_cls_loss,layer_2_mean_rate,layer_2_goodness,train_total_spikes,train_global_spike_rate,train_dense_synops,train_event_synops,train_energy_proxy_synops,train_event_to_dense_ratio,train_layer_0_spike_count,train_layer_0_spike_rate,train_layer_0_active_input_rate,train_layer_0_dense_synops,train_layer_0_event_synops,train_layer_0_event_to_dense_ratio,train_layer_1_spike_count,train_layer_1_spike_rate,train_layer_1_active_input_rate,train_layer_1_dense_synops,train_layer_1_event_synops,train_layer_1_event_to_dense_ratio,train_layer_2_spike_count,train_layer_2_spike_rate,train_layer_2_active_input_rate,train_layer_2_dense_synops,train_layer_2_event_synops,train_layer_2_event_to_dense_ratio,test_total_spikes,test_global_spike_rate,test_dense_synops,test_event_synops,test_energy_proxy_synops,test_event_to_dense_ratio,test_layer_0_spike_count,test_layer_0_spike_rate,test_layer_0_active_input_rate,test_layer_0_dense_synops,test_layer_0_event_synops,test_layer_0_event_to_dense_ratio,test_layer_1_spike_count,test_layer_1_spike_rate,test_layer_1_active_input_rate,test_layer_1_dense_synops,test_layer_1_event_synops,test_layer_1_event_to_dense_ratio,test_layer_2_spike_count,test_layer_2_spike_rate,test_layer_2_active_input_rate,test_layer_2_dense_synops,test_layer_2_event_synops,test_layer_2_event_to_dense_ratio
20260423_234508,11,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9357333333333333,0.9368263041600594,0.9351098601230043,0.9352740439516607,0.9329,0.9341781069113383,0.9322726599915925,0.9324381980212255,0.9329,0.9324381980212255,3.457427740097046,0.7576103210449219,7.7208826541900635,16585.74070398082,13199.397793588214,0.06029275495425931,0.07576103210449218,1441.390625,1441.6640625,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.11166035969342504,0.11164714874965805,0.124321990779468,7.725751195635114,0.1276997492781707,0.12769916440759385,0.14481510541268758,9.415149416242327,0.25621590656893595,0.25621590656893595,0.07475498957293374,4.397426060267857,82391344.0,0.13595931353135313,388200000000.0,64293566820.0,64293566820.0,0.16561969814528593,37762036.0,0.12587345333333333,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,44176882.0,0.14725627333333333,0.12587345333333333,150000000000.0,18881018000.0,0.12587345333333333,452426.0,0.07540433333333334,0.14725627333333333,3000000000.0,441768820.0,0.14725627333333333,14142017.0,0.1400199702970297,64700000000.0,10862717420.0,10862717420.0,0.1678936231839258,6461169.0,0.12922338,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,7603792.0,0.15207584,0.12922338,25000000000.0,3230584500.0,0.12922338,77056.0,0.077056,0.15207584,500000000.0,76037920.0,0.15207584
20260423_234508,12,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9422666666666667,0.9430551495809512,0.9416994777940431,0.9418981794101086,0.9397,0.9410064349609808,0.9390810887724207,0.9393545759192339,0.9397,0.9393545759192339,3.405097246170044,0.7714354991912842,7.717741250991821,16840.63504045263,12962.846550986127,0.0593801835618381,0.07714354991912842,1441.671875,1441.67578125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.10065080331904548,0.10064068649496351,0.12754057667085103,7.859950133732387,0.10993152271424021,0.10993145885212081,0.15014485163348062,9.67277022770473,0.23245504711355483,0.23245504711355483,0.07625732677323478,4.5906982421875,84944332.0,0.14017216501650165,388200000000.0,64780513260.0,64780513260.0,0.16687406816074188,38703855.0,0.12901285,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,45780576.0,0.15260192,0.12901285,150000000000.0,19351927500.0,0.12901285,459901.0,0.07665016666666667,0.15260192,3000000000.0,457805760.0,0.15260192,14576733.0,0.1443240891089109,64700000000.0,10945744850.0,10945744850.0,0.1691768910355487,6621765.0,0.1324353,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,7876735.0,0.1575347,0.1324353,25000000000.0,3310882500.0,0.1324353,78233.0,0.078233,0.1575347,500000000.0,78767350.0,0.1575347
20260423_234508,13,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9486,0.9488493703277096,0.9482389611601022,0.9482413814075248,0.9442,0.9445926888599759,0.9438916714705409,0.9438362909170097,0.9442,0.9438362909170097,3.4861981868743896,0.7669649124145508,7.746262788772583,16448.864042182508,13038.40610976336,0.06079447172981288,0.07669649124145508,1441.67578125,1441.67578125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.09123235408748899,0.09122467732855252,0.13044191684041703,8.062902961458478,0.09862757793494634,0.09862689620682172,0.15557255702359335,9.990204061780657,0.21196930536202022,0.21196930536202022,0.07738804763981275,4.786063058035714,87417170.0,0.14425275577557756,388200000000.0,65232177780.0,65232177780.0,0.16803755224111283,39575436.0,0.13191812,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,47367978.0,0.15789326,0.13191812,150000000000.0,19787718000.0,0.13191812,473756.0,0.07895933333333334,0.15789326,3000000000.0,473679780.0,0.15789326,14992997.0,0.14844551485148516,64700000000.0,11022418610.0,11022418610.0,0.17036195687789799,6769790.0,0.1353958,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,8142861.0,0.16285722,0.1353958,25000000000.0,3384895000.0,0.1353958,80346.0,0.080346,0.16285722,500000000.0,81428610.0,0.16285722
20260423_234508,14,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.95105,0.9512505644939238,0.9506468653346556,0.9507047932481555,0.9446,0.9450645346309507,0.9440607892332809,0.944193080538769,0.9446,0.944193080538769,3.4442272186279297,0.7578120231628418,7.7013068199157715,16649.308062446595,13195.884591885339,0.060062556128416746,0.07578120231628419,1441.6328125,1441.62109375,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.08206824426140104,0.08206248443041529,0.13305936860186712,8.288735594068255,0.08501018158027104,0.08500789159110614,0.16057447982685907,10.315389224461146,0.19492214492389134,0.19492214492389134,0.07907505865607943,4.952235630580357,89612289.0,0.14787506435643563,388200000000.0,65624423750.0,65624423750.0,0.1690479746264812,40331243.0,0.13443747666666667,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,48802225.0,0.16267408333333333,0.13443747666666667,150000000000.0,20165621500.0,0.13443747666666667,478821.0,0.0798035,0.16267408333333333,3000000000.0,488022250.0,0.16267408333333333,15366483.0,0.15214339603960397,64700000000.0,11089005370.0,11089005370.0,0.17139111854714065,6898081.0,0.13796162,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,8386987.0,0.16773974,0.13796162,25000000000.0,3449040500.0,0.13796162,81415.0,0.081415,0.16773974,500000000.0,83869870.0,0.16773974
20260423_234508,15,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.95425,0.954568076545916,0.9538247240748424,0.9539421029477578,0.9476,0.9479459414371985,0.9470179826284305,0.947107224562876,0.9476,0.947107224562876,3.43399977684021,0.7152121067047119,7.678980588912964,16698.89450393762,13981.86622717319,0.059884203697687814,0.0715212106704712,1441.62890625,1441.64453125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.07530271421585764,0.07529839021818978,0.13532299548387527,8.350162097385951,0.07677351470504488,0.07676920294761658,0.1646124677998679,10.550890786307198,0.18024797524724687,0.18024797524724687,0.0802474564739636,5.101527622767857,91513865.0,0.15101297854785478,388200000000.0,65979531560.0,65979531560.0,0.16996272941782586,41017282.0,0.13672427333333334,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,50011056.0,0.16670352,0.13672427333333334,150000000000.0,20508641000.0,0.13672427333333334,485527.0,0.08092116666666667,0.16670352,3000000000.0,500110560.0,0.16670352,15680892.0,0.15525635643564356,64700000000.0,11148723390.0,11148723390.0,0.1723141173106646,7013557.0,0.14027114,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,8584989.0,0.17169978,0.14027114,25000000000.0,3506778500.0,0.14027114,82346.0,0.082346,0.17169978,500000000.0,85849890.0,0.17169978
20260423_234508,16,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9592333333333334,0.9594188832046628,0.9589551856829912,0.9590181791961021,0.9518,0.9520592967101216,0.9514009042238085,0.9514488493212904,0.9518,0.9514488493212904,3.4472999572753906,0.7362873554229736,7.691272497177124,16634.467760479547,13581.653856129742,0.06011614043797765,0.07362873554229736,1441.38671875,1441.39453125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.06953740146543298,0.06953437227223601,0.13773420453071594,8.569769041878837,0.06836339671696935,0.0683563080217157,0.16876461995499475,10.948511532374791,0.1665361917444638,0.1665361917444638,0.0807688720524311,5.273106166294643,93342712.0,0.15403087788778877,388200000000.0,66314083330.0,66314083330.0,0.17082453201957754,41662784.0,0.13887594666666667,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,51191133.0,0.17063711,0.13887594666666667,150000000000.0,20831392000.0,0.13887594666666667,488795.0,0.08146583333333333,0.17063711,3000000000.0,511911330.0,0.17063711,15993186.0,0.15834837623762377,64700000000.0,11205991190.0,11205991190.0,0.1731992455950541,7124066.0,0.14248132,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,8786319.0,0.17572638,0.14248132,25000000000.0,3562033000.0,0.14248132,82801.0,0.082801,0.17572638,500000000.0,87863190.0,0.17572638
20260423_234508,17,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9605166666666667,0.9609811797094302,0.9601241963483886,0.9602601048436682,0.9527,0.9532140672526312,0.9521906614036825,0.9522911185162617,0.9527,0.9522911185162617,3.4153499603271484,0.7599022388458252,7.695329904556274,16790.080274674736,13159.58749534475,0.05955897670771394,0.07599022388458251,1441.3828125,1441.3828125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.06417581705110413,0.06417364600513663,0.13961441602025712,8.748754569462367,0.0629692804068327,0.06295917369425297,0.17245237635714666,11.33927229472569,0.15551751106977463,0.15551751106977463,0.0815426233623709,5.416329520089286,94779482.0,0.15640178547854786,388200000000.0,66559912240.0,66559912240.0,0.17145778526532715,42135207.0,0.14045069,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,52152874.0,0.17384291333333332,0.14045069,150000000000.0,21067603500.0,0.14045069,491401.0,0.08190016666666666,0.17384291333333332,3000000000.0,521528740.0,0.17384291333333332,16234279.0,0.16073543564356435,64700000000.0,11247827650.0,11247827650.0,0.17384586785162287,7204534.0,0.14409068,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,8946565.0,0.1789313,0.14409068,25000000000.0,3602267000.0,0.14409068,83180.0,0.08318,0.1789313,500000000.0,89465650.0,0.1789313
20260423_234508,18,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9646833333333333,0.9646309531730767,0.9646083856218626,0.9644570404512036,0.954,0.9539676026303985,0.9538870978418321,0.9536434654419187,0.954,0.9536434654419187,3.4857473373413086,0.710291862487793,7.699206352233887,16450.991552284482,14078.719647688291,0.060786609537899494,0.0710291862487793,1441.36328125,1441.375,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.05891536122986248,0.058913826410259516,0.1412980386189052,8.907629421779088,0.056838737800717354,0.05682598693030221,0.17520843552691595,11.688834258488246,0.14528200456074306,0.14528200456074306,0.08273001653807503,5.525617327008929,96105343.0,0.15858967491749176,388200000000.0,66823086200.0,66823086200.0,0.17213571921689852,42645314.0,0.14215104666666667,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,52964920.0,0.17654973333333332,0.14215104666666667,150000000000.0,21322657000.0,0.14215104666666667,495109.0,0.08251816666666667,0.17654973333333332,3000000000.0,529649200.0,0.17654973333333332,16459482.0,0.1629651683168317,64700000000.0,11292588590.0,11292588590.0,0.17453769072642966,7291303.0,0.14582606,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9084209.0,0.18168418,0.14582606,25000000000.0,3645651500.0,0.14582606,83970.0,0.08397,0.18168418,500000000.0,90842090.0,0.18168418
20260423_234508,19,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.96725,0.9674225291849913,0.9669243088030812,0.9670694054677339,0.9562,0.956322969677587,0.9557259588974449,0.9558227395602238,0.9562,0.9558227395602238,3.446470260620117,0.7558002471923828,7.707830190658569,16638.47231041599,13231.009168292296,0.060101671676550596,0.07558002471923828,1441.3828125,1441.03125,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.05454236801181521,0.05454132493053164,0.1428265454513686,9.116317885262626,0.0523336332823549,0.05231829546391964,0.17766464182308742,12.09024783543178,0.1360876304762704,0.1360876304762704,0.0825641777898584,5.661115373883929,97198135.0,0.16039296204620462,388200000000.0,67047386930.0,67047386930.0,0.17271351604842863,43080871.0,0.14360290333333334,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,53617143.0,0.17872381,0.14360290333333334,150000000000.0,21540435500.0,0.14360290333333334,500121.0,0.0833535,0.17872381,3000000000.0,536171430.0,0.17872381,16645246.0,0.16480441584158415,64700000000.0,11331171710.0,11331171710.0,0.17513402952086554,7366267.0,0.14732534,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9194321.0,0.18388642,0.14732534,25000000000.0,3683133500.0,0.14732534,84658.0,0.084658,0.18388642,500000000.0,91943210.0,0.18388642
20260423_234508,20,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9696666666666667,0.9696801942035723,0.9695084902037419,0.9694995724584329,0.9582,0.9582033038916578,0.9578757065885405,0.9578473689128127,0.9582,0.9578473689128127,3.4333744049072266,0.7446820735931396,7.694413661956787,16701.936123843592,13428.549383160718,0.05987329807664667,0.07446820735931396,1441.03125,1441.33984375,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.049070165093456,0.04906946952853884,0.14420843443700246,9.269975185394287,0.04788811531450067,0.04787050746381283,0.17963989504746028,12.431482587541852,0.1280349109854017,0.1280349109854017,0.0833426368023668,5.7666015625,98408547.0,0.1623903415841584,388200000000.0,67289982990.0,67289982990.0,0.1733384414992272,43551257.0,0.14517085666666665,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,54357449.0,0.18119149666666667,0.14517085666666665,150000000000.0,21775628500.0,0.14517085666666665,499841.0,0.08330683333333333,0.18119149666666667,3000000000.0,543574490.0,0.18119149666666667,16852823.0,0.16685963366336634,64700000000.0,11372756830.0,11372756830.0,0.17577676707882534,7446895.0,0.1489379,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9321433.0,0.18642866,0.1489379,25000000000.0,3723447500.0,0.1489379,84495.0,0.084495,0.18642866,500000000.0,93214330.0,0.18642866
20260423_234508,21,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9715833333333334,0.9717383207167298,0.9713730469406082,0.9714718947317277,0.9578,0.9578136646019482,0.9573649524597855,0.9574036579077557,0.9582,0.9578473689128127,3.4413740634918213,0.7547950744628906,7.664440631866455,16663.111577535223,13248.629115811285,0.060012801051405926,0.07547950744628906,1441.33984375,1441.484375,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.045176922742809565,0.045176529458590915,0.14571723980563028,9.448636736188616,0.04042690859309265,0.040406448766589165,0.18196340756756918,12.864452225821358,0.11849772344742503,0.11849772344742503,0.08328840296183314,5.900094168526786,99448723.0,0.16410680363036304,388200000000.0,67508129330.0,67508129330.0,0.17390038467284905,43975252.0,0.14658417333333335,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,54972333.0,0.18324111,0.14658417333333335,150000000000.0,21987626000.0,0.14658417333333335,501138.0,0.083523,0.18324111,3000000000.0,549723330.0,0.18324111,17024261.0,0.1685570396039604,64700000000.0,11409360280.0,11409360280.0,0.17634250819165379,7518103.0,0.15036206,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9421378.0,0.18842756,0.15036206,25000000000.0,3759051500.0,0.15036206,84780.0,0.08478,0.18842756,500000000.0,94213780.0,0.18842756
20260423_234508,22,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9723833333333334,0.9725580249476442,0.9722203940165297,0.9722717838050967,0.9594,0.9595546814467818,0.9590986200435581,0.9591284557016877,0.9594,0.9591284557016877,3.4404520988464355,0.7464356422424316,7.707508087158203,16667.576920843374,13397.002278666836,0.059996723263923614,0.07464356422424316,1441.484375,1441.50390625,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.0422325429639646,0.04223241790064743,0.1475568562746048,9.582264150891985,0.036574499149407656,0.03654982788222177,0.18511577163423812,13.117974826267787,0.11203902108328682,0.11203902108328682,0.08389910204069954,5.988385881696429,100935667.0,0.16656050660066007,388200000000.0,67789766890.0,67789766890.0,0.17462588070582175,44519676.0,0.14839892,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,55914889.0,0.18638296333333335,0.14839892,150000000000.0,22259838000.0,0.14839892,501102.0,0.083517,0.18638296333333335,3000000000.0,559148890.0,0.18638296333333335,17282804.0,0.1711168712871287,64700000000.0,11458315820.0,11458315820.0,0.1770991625965997,7612738.0,0.15225476,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9585182.0,0.19170364,0.15225476,25000000000.0,3806369000.0,0.15225476,84884.0,0.084884,0.19170364,500000000.0,95851820.0,0.19170364
20260423_234508,23,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9743333333333334,0.9743979972723101,0.974239600002767,0.9742543474040026,0.9605,0.9604708738055294,0.960263782968125,0.9602451700325336,0.9605,0.9602451700325336,3.474567174911499,0.7374691963195801,7.734124183654785,16503.926133320652,13559.888399279704,0.060591642977669835,0.07374691963195801,1441.51171875,1441.54296875,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.0385336522012949,0.03853361468229975,0.14908625717673982,9.715860775538854,0.033498422242701054,0.03347002874527659,0.18766271429402487,13.493407453809466,0.10502598328249795,0.10502598328249795,0.08449044557554382,6.076067243303571,101867651.0,0.16809843399339933,388200000000.0,67950535980.0,67950535980.0,0.1750400205564142,44828849.0,0.14942949666666666,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,56533148.0,0.18844382666666668,0.14942949666666666,150000000000.0,22414424500.0,0.14942949666666666,505654.0,0.08427566666666667,0.18844382666666668,3000000000.0,565331480.0,0.18844382666666668,17438021.0,0.17265367326732672,64700000000.0,11485242710.0,11485242710.0,0.17751534327666152,7664536.0,0.15329072,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9687971.0,0.19375942,0.15329072,25000000000.0,3832268000.0,0.15329072,85514.0,0.085514,0.19375942,500000000.0,96879710.0,0.19375942
20260423_234508,24,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.97515,0.9752591647062705,0.974976312793982,0.9750354688844911,0.9618,0.961755149589624,0.9615303326910721,0.9614847394588921,0.9618,0.9614847394588921,3.3612382411956787,0.7517273426055908,7.633617401123047,17060.379504548677,13302.695582867345,0.058615343212815266,0.07517273426055908,1441.54296875,1442.046875,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.035902870685926506,0.03590285551867315,0.15023477801254817,9.846562726157051,0.02956155820616654,0.029529629408248832,0.18994356159652984,13.872971670968193,0.10097832179495267,0.10097832179495267,0.08514456983123507,6.164481026785714,103333450.0,0.17051724422442244,388200000000.0,68218907310.0,68218907310.0,0.17573134289026276,45346715.0,0.15115571666666666,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,57476981.0,0.19158993666666665,0.15115571666666666,150000000000.0,22673357500.0,0.15115571666666666,509754.0,0.084959,0.19158993666666665,3000000000.0,574769810.0,0.19158993666666665,17683644.0,0.17508558415841585,64700000000.0,11530454240.0,11530454240.0,0.17821413044822257,7751806.0,0.15503612,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9845624.0,0.19691248,0.15503612,25000000000.0,3875903000.0,0.15503612,86214.0,0.086214,0.19691248,500000000.0,98456240.0,0.19691248
20260423_234508,25,lif,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.0008,0.0,ce,0.15,0.02,0.0,0,0.9777666666666667,0.9778771000523255,0.9776373100881246,0.9777069940585825,0.9618,0.9617034437778799,0.9615176811048242,0.9615166945872543,0.9618,0.9615166945872543,3.4300076961517334,0.7489709854125977,7.709461450576782,16718.329834751272,13351.652059647064,0.05981458733523531,0.07489709854125977,1442.02734375,1442.046875,652.63232421875,870.0,673.24609375,870.0,,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_test_confusion.csv,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_best_model.pth,./result/new/MNIST_lif_LocalGreedy_v2_20260423_234508_final_model.pth,0.033239830418356826,0.03323975085679974,0.15176308474370412,10.014555113656181,0.026176515567515577,0.026140346191823483,0.1925088188477925,14.278717245374407,0.09502743769969259,0.09502743769969259,0.08522757728184972,6.265625,104360637.0,0.1722122722772277,388200000000.0,68410084410.0,68410084410.0,0.17622381352395672,45715931.0,0.15238643666666668,0.19120229591836735,235200000000.0,44970780000.0,0.19120229591836735,58133891.0,0.19377963666666667,0.15238643666666668,150000000000.0,22857965500.0,0.15238643666666668,510815.0,0.08513583333333333,0.19377963666666667,3000000000.0,581338910.0,0.19377963666666667,17860672.0,0.17683833663366336,64700000000.0,11563510260.0,11563510260.0,0.17872504265842348,7815660.0,0.1563132,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,9958526.0,0.19917052,0.1563132,25000000000.0,3907830000.0,0.1563132,86486.0,0.086486,0.19917052,500000000.0,99585260.0,0.19917052
