epoch,train_loss_mean,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,eval_speed_samples_per_s,layer_0_loss,layer_1_loss,layer_2_loss,layer_3_loss,layer_4_loss,layer_5_loss,layer_6_loss,layer_7_loss
11,0.14975855623820955,,,0.6388888888888888,0.5990779977365066,0.6388888888888888,7046.6259765625,0.10752297937870026,53009712.0,96487.9765625,3.225694417953491,2.8641304969787598,3.52445125579834,253.90871926816507,98.0198159210609,1.198673665523529,-0.0004742401506518945,-0.00010510789797990583,-1.8524016695664614e-05,-3.593181759242725e-06,-2.319460037369936e-06,-5.976079648917221e-07,-8.333027636808765e-07
12,0.2941493291084045,,,0.6354166666666666,0.6015516447293566,0.6388888888888888,7085.95849609375,0.10812314599752426,53029852.0,96487.9765625,3.1145832538604736,2.7431693077087402,3.460099697113037,263.19188409321094,105.01910333634606,2.3537740111351013,-0.000496817912789993,-6.89830685587367e-05,-1.1901317520823795e-05,1.3337292159576464e-08,-1.061556673676023e-06,-1.3673896148702624e-07,-4.910106525812807e-07
13,0.21702634452487857,,,0.59375,0.5827575631584316,0.6388888888888888,7139.57958984375,0.10894133895635605,53057308.0,96487.9765625,3.2013888359069824,2.86549711227417,3.5835120677948,243.85748666921182,100.44304115126214,1.736730381846428,-0.0004764603654621169,-3.886540889652679e-05,-5.102731847728137e-06,8.071653958552361e-07,-3.148701921418251e-08,1.1730975302270963e-07,-9.012932267182805e-08
14,0.2484217696022566,,,0.625,0.5571882490888759,0.6388888888888888,7180.6376953125,0.10956783592700958,53078328.0,96487.9765625,3.069444417953491,3.027777671813965,3.590775966644287,252.34823993253585,100.18158121519185,1.9879266321659088,-0.0005151071527507156,-3.276376719441032e-05,-4.3130902440680075e-06,-1.585160944728159e-07,-9.64279305293303e-08,-2.686295630383029e-10,-3.612501231486931e-08
15,0.2852659795350516,,,0.6111111111111112,0.5659650603742402,0.6388888888888888,7221.61279296875,0.11019306629896164,53099312.0,96487.9765625,3.25,2.8068182468414307,3.6051034927368164,238.4864604458448,102.12898307916343,2.282713606953621,-0.0005566451291088015,-2.54828355537029e-05,-3.2662069884281664e-06,-4.868280729652952e-07,2.7450942852169646e-08,6.309815336891234e-08,1.977741970193847e-08
16,0.18569093155615546,,,0.5277777777777778,0.5012632352724326,0.6388888888888888,7256.431640625,0.11072435975074768,53117140.0,96487.9765625,3.527777671813965,3.138157844543457,3.957087755203247,262.67033466106705,99.56573314072324,1.486266314983368,-0.0007200918335001916,-1.7781519545678748e-05,-1.084129834794112e-06,4.909130701946651e-08,-1.177085096060182e-07,1.5696595312419959e-07,6.600005875156967e-09
17,0.13921253712552606,,,0.5659722222222222,0.4866426033283794,0.6388888888888888,7293.16943359375,0.11128493398427963,53135952.0,96487.9765625,3.034722328186035,3.1901841163635254,3.7816998958587646,243.90565123759066,102.84491956755669,1.1144309788942337,-0.0007153994374675676,-1.4110770280240104e-05,-1.0055680235154796e-06,-1.1927878951212278e-07,-6.324304369087486e-08,3.941605086765776e-08,-2.3008471572438793e-08
18,0.1409076144669092,,,0.5555555555555556,0.5117681896971438,0.6388888888888888,7319.783203125,0.11169102787971497,53149576.0,96487.9765625,3.5104167461395264,3.5,3.962322473526001,248.44876238890944,101.3264947961902,1.127933755517006,-0.0006628223054576665,-8.535156894140528e-06,-1.0518398454451017e-06,-2.840948702953483e-07,-7.161044823789098e-08,-2.8913585303769196e-08,-4.586063129252693e-08
19,0.12275731291291075,,,0.5902777777777778,0.5410343299991003,0.6388888888888888,7331.619140625,0.1118716299533844,53155636.0,96487.9765625,3.0,2.4352941513061523,2.991938352584839,251.1032429806901,99.56986947832378,0.9828495979309082,-0.0007864579529268667,-3.685620185933658e-06,-6.60289558140903e-07,-1.6600503460750815e-07,-6.045578615498926e-08,-2.6081520498877353e-08,-3.82226099659988e-08
20,0.17471825655012868,,,0.6145833333333334,0.5948086173440064,0.6388888888888888,7353.6474609375,0.11220775544643402,53166916.0,96487.9765625,3.1076388359069824,2.598870038986206,3.152005672454834,225.76528158743164,97.53962211497529,1.3986577987670898,-0.0009097869187826291,-1.5468340421875837e-06,-2.965144432209854e-07,-7.614641006625789e-08,-1.0183292431520385e-08,-1.1846033542983747e-08,-1.7923056372382007e-08
21,0.12488555170761895,,,0.6527777777777778,0.6590701486318576,0.6527777777777778,7381.65966796875,0.11263518780469894,53181252.0,96487.9765625,3.3576388359069824,2.7659573554992676,3.245047092437744,244.69644454213386,97.48413525731064,1.0000498741865158,-0.0009641100041335449,-1.1121421437110257e-06,-1.6363025956422916e-07,-5.756713505888911e-08,-6.69139810227648e-09,-5.966502958365538e-09,-4.523991348204248e-09
22,0.04723834982683769,,,0.6770833333333334,0.6614738181167183,0.6770833333333334,7411.30908203125,0.11308760195970535,53196436.0,96487.9765625,3.5,3.174359083175659,3.820371627807617,258.6735214768413,96.7397649225083,0.37894076481461525,-0.0010330608929507434,-7.308521219329123e-07,-1.1203256455871724e-07,-4.936446007519635e-08,-5.66618973962818e-09,-3.5151351274187448e-09,-3.876491572185614e-09
23,0.04305386260443762,,,0.6284722222222222,0.5511432241851044,0.6770833333333334,7435.76904296875,0.11346083134412766,53208960.0,96487.9765625,2.7361111640930176,2.276243209838867,2.853889226913452,246.3988092909179,103.81713958045815,0.3456403575837612,-0.0012089705851394683,-3.849250411747107e-07,-5.418187409844677e-08,-3.8924313994215254e-08,-6.666358687290597e-09,-6.853579925802933e-10,-7.801747858859898e-10
24,0.04841228247269115,,,0.6423611111111112,0.5905295651961234,0.6770833333333334,7450.54443359375,0.11368628591299057,53216524.0,96487.9765625,2.961805582046509,2.508108139038086,3.1556365489959717,249.3244125404807,98.32373996309317,0.38853211887180805,-0.0012336480140220374,-2.0031659175856475e-07,-7.43384021006932e-09,-8.202653223321477e-09,1.814700500979427e-09,2.0799585803699117e-09,9.82169318097803e-10
25,0.12926776900237558,,,0.6736111111111112,0.6277122117041212,0.6770833333333334,7463.150390625,0.11387863755226135,53222980.0,96487.9765625,3.284722328186035,2.9845361709594727,3.6868069171905518,233.1581347511193,96.2711417669518,1.035716712474823,-0.001574368856381625,-1.6861132579037985e-07,-2.4109442831043992e-08,-3.813047655398805e-09,3.721406238721414e-10,2.7330889773580225e-09,1.8291502756895284e-09
26,0.04584481228807084,,,0.65625,0.5926061231759873,0.6770833333333334,7477.70556640625,0.11410073190927505,53230432.0,96487.9765625,2.71875,2.6507935523986816,3.1864066123962402,220.26233500263882,96.0460884000269,0.36848980630747974,-0.0017311317205894738,-1.5568216227279663e-07,-2.0629369323899027e-08,-5.50084172656895e-10,8.500980475112385e-11,1.5334973568759125e-10,3.4093271261692593e-10
27,0.05150383359069602,,,0.6388888888888888,0.6089631279481605,0.6770833333333334,7493.720703125,0.11434510350227356,53238628.0,96487.9765625,2.8854167461395264,2.1793477535247803,2.695690631866455,245.6897169804521,97.74480711301774,0.4140282943844795,-0.0019974567694589496,-1.3985677682626374e-07,-1.5508733519631335e-08,-7.776987442920102e-09,-3.6733067698691002e-09,-9.775859566296674e-10,-1.0960618801458821e-09
28,0.05532243676335713,,,0.6631944444444444,0.613082880829265,0.6770833333333334,7513.04345703125,0.11463994532823563,53248524.0,96487.9765625,2.725694417953491,2.329843044281006,2.7649829387664795,228.675113707503,94.41079920636,0.44463666900992393,-0.0020570516353473067,-9.477414764091918e-08,-1.6353375986710716e-08,-5.83648174234952e-09,-4.033551659343715e-09,-1.4851265772719557e-09,-7.850359945438257e-10
29,0.03636765664457357,,,0.6527777777777778,0.5745678024035404,0.6770833333333334,7534.3525390625,0.11496509611606598,53259436.0,96487.9765625,2.7638888359069824,2.2765958309173584,2.7440621852874756,233.68684951110652,101.53877175160666,0.2935267835855484,-0.0025854585110209882,-5.943727998669601e-08,-7.419108161155208e-09,-2.0786568438735387e-09,-2.423863720846242e-09,-2.911057367382952e-10,-2.67924349373061e-10
30,0.03160021977626552,,,0.6215277777777778,0.5980528531476377,0.6770833333333334,7548.5693359375,0.11518202722072601,53266708.0,96487.9765625,3.125,2.748603343963623,3.568708896636963,246.4589430991114,94.35250510774237,0.255809148773551,-0.0030073613161221147,-2.6898229865679468e-08,-1.3867193365824093e-09,-3.272262044662355e-10,-3.468585349497566e-10,-2.8489210990301217e-11,-2.5978152962125023e-10
31,0.03222050111318099,,,0.6215277777777778,0.5848995590696471,0.6770833333333334,7558.81787109375,0.11533840745687485,53271960.0,96487.9765625,3.121527671813965,2.329608917236328,3.1334855556488037,223.6993707567435,94.22998706088467,0.2609884198755026,-0.0032243836321868002,-2.468459325832839e-08,-1.6497520016756084e-09,-3.7683987874626013e-10,-1.6299495086968818e-10,-2.915108154866175e-10,-1.7217693937254808e-10
32,0.041583245318901806,,,0.6666666666666666,0.6179616124792321,0.6770833333333334,7571.5302734375,0.11553238332271576,53278472.0,96487.9765625,3.003472328186035,2.3489582538604736,3.165257215499878,241.11581366315758,98.65325242406834,0.3366132900118828,-0.003947301127482206,-2.3402160209684553e-08,-2.1310844755539904e-09,-5.627764886051434e-10,1.836344409866797e-10,-2.60969912346809e-10,-1.5982948298187694e-10
33,0.02234151251473638,,,0.6493055555555556,0.6156080915840153,0.6770833333333334,7584.546875,0.11573100090026855,53285132.0,96487.9765625,3.2604167461395264,2.459892988204956,3.063018321990967,273.59883022391256,102.94989027543512,0.18330782558768988,-0.004575696308165789,-2.6365080785240025e-08,-2.2587371417692736e-09,-2.980256041951179e-10,9.849188131738629e-11,-2.021423028963909e-10,-1.361390999932155e-10
34,0.039954931470271904,,,0.6458333333333334,0.5971419352463054,0.6770833333333334,7595.64404296875,0.11590033024549484,53290812.0,96487.9765625,2.944444417953491,2.317204236984253,2.9894843101501465,247.40271518339017,102.37470243177722,0.3251926004886627,-0.005553127150051296,-1.950211414580849e-08,-1.8082015884601788e-09,-9.1502805332766e-11,3.0826008412532246e-11,-1.2442846752946934e-10,-8.101519455294692e-11
35,0.026557284205803777,,,0.6388888888888888,0.5676338384557563,0.6770833333333334,7606.01220703125,0.11605853587388992,53296124.0,96487.9765625,2.555555582046509,2.0597825050354004,2.602614164352417,244.82193648615086,100.82883173450011,0.21833909675478935,-0.005880802869796753,-1.9269037920821575e-08,-7.649934019582361e-10,-5.963762816918461e-11,-5.2861715005292353e-11,-6.443379163556529e-11,-2.759792394613214e-11
36,0.05941578049864042,,,0.6388888888888888,0.5793272442635106,0.6770833333333334,7619.3583984375,0.11626218259334564,53302960.0,96487.9765625,2.9861111640930176,2.1956522464752197,2.5483973026275635,234.74895203881155,105.28201813560918,0.481958482414484,-0.006632230710238218,-7.195635975953962e-09,-3.4801495019110007e-10,-1.1496537055677436e-10,-2.9080071684006725e-11,-1.585598319309156e-11,-1.1570078228828606e-11
37,0.009697241137546692,,,0.6527777777777778,0.607990719853733,0.6770833333333334,7632.7490234375,0.11646650731563568,53309812.0,96487.9765625,2.9583332538604736,2.5159573554992676,3.189871072769165,260.6474566106676,95.13895730512085,0.08549666759790853,-0.007918735267594457,-2.9531286305228832e-09,-1.8300894133460588e-10,-8.540101958942614e-11,-8.494538406011998e-12,2.745137450688162e-12,-2.652544850434424e-12
38,0.055754643560837355,,,0.6527777777777778,0.6139770437259403,0.6770833333333334,7647.97314453125,0.11669880896806717,53317608.0,96487.9765625,2.961805582046509,2.5744681358337402,3.064863920211792,253.43063586083196,100.40171606241871,0.45533470064401627,-0.009297547396272421,-4.44419878675717e-09,-2.369970886206829e-10,-7.240408272934928e-11,-6.86350976053518e-12,6.891154313848347e-13,-1.2706502516834917e-12
39,0.02551095819510118,,,0.6597222222222222,0.6102947041175831,0.6770833333333334,7658.3828125,0.11685764789581299,53322936.0,96487.9765625,2.9375,2.278947353363037,2.791166305541992,233.18047703714015,105.13806857511996,0.21429880149662495,-0.010211132001131773,-3.809569826263015e-09,-1.1010925504706393e-10,-2.4917401475477163e-11,9.00213237287062e-12,1.876998556582521e-12,-9.663936317849675e-13
40,0.030179327652799976,,,0.6493055555555556,0.6025286309143548,0.6770833333333334,7664.37744140625,0.11694911867380142,53326008.0,96487.9765625,3.6076388359069824,2.7219250202178955,3.5461361408233643,251.58669503359982,95.9128142381306,0.2528390900697559,-0.011404466815292835,-1.964830964595876e-09,-4.6787407281811966e-11,-1.8332502182971666e-11,-9.582334925539726e-13,-4.717060075876134e-13,-6.824540932370837e-13
41,0.021564578602731418,,,0.6979166666666666,0.6664026672678389,0.6979166666666666,7674.9375,0.1171102523803711,53331412.0,96487.9765625,3.3958332538604736,2.8059701919555664,3.4951515197753906,235.702195718496,102.70702020037552,0.1843957807868719,-0.011879150988534093,-9.323768423996626e-10,-3.1576574688330084e-11,-1.1407208511116096e-11,-1.2201073484874314e-12,2.1058155219577657e-13,-1.1632361740510078e-13
42,0.008315844705224826,,,0.6736111111111112,0.659470697367339,0.6979166666666666,7685.5537109375,0.11727224290370941,53336848.0,96487.9765625,3.628472328186035,2.9587628841400146,3.712385416030884,238.44157706626467,100.10911695581187,0.0796655653975904,-0.013138807145878673,-5.921952928034102e-10,-1.4407391946136272e-11,-3.1131763833514015e-12,-2.5279778270714814e-13,1.4729883979214264e-13,-9.175993298526919e-14
43,0.012492522499920717,,,0.6770833333333334,0.6777620184090923,0.6979166666666666,7691.41943359375,0.11736174672842026,53339852.0,96487.9765625,3.315972328186035,2.825640916824341,3.4715487957000732,272.88569293575205,98.64182094325807,0.11452958919107914,-0.014589408878237009,-3.0835733966227963e-10,-5.420414117551786e-12,3.936850845320805e-13,-1.079969447204121e-13,4.635875017200419e-14,-3.0683788843077764e-14
44,0.006807687325565656,,,0.7083333333333334,0.6449694535811137,0.7083333333333334,7698.40087890625,0.11746827512979507,53343428.0,96487.9765625,2.8958332538604736,2.348039150238037,2.9706811904907227,263.386695209539,102.83609412371648,0.07004547584801912,-0.015583977103233337,-1.3901613193922913e-10,-1.153202533465958e-12,-4.438116540939063e-14,-3.0454805344248825e-14,-4.683753385137379e-16,-1.5903944827755367e-14
45,0.0021538166806198923,,,0.6979166666666666,0.6292666668077829,0.7083333333333334,7705.67529296875,0.11757927387952805,53347152.0,96487.9765625,2.7083332538604736,2.1194028854370117,2.7491602897644043,246.24988080153656,99.90721484922355,0.034021549858152866,-0.016791016329079866,-8.33320079607347e-11,-5.746444986520771e-13,-1.9954871088856407e-13,-2.060851489460447e-15,-1.1657341758564144e-15,-4.433953204596719e-15
46,0.0076129693087225205,,,0.7152777777777778,0.669676473777381,0.7152777777777778,7709.79248046875,0.11764209717512131,53349264.0,96487.9765625,2.840277671813965,2.543689250946045,3.2148826122283936,257.8825475651319,96.8276928779244,0.0791283342987299,-0.018224579747766256,-8.083875235875837e-11,-3.226585665316861e-13,-2.2565282975506307e-14,3.715777685542321e-15,-2.7634144972310537e-15,-4.579669976578771e-16
47,0.0019422094840756588,,,0.7013888888888888,0.6659149319181121,0.7152777777777778,7711.7646484375,0.11767219007015228,53350272.0,96487.9765625,3.2048611640930176,2.7227723598480225,3.5741615295410156,249.16021901437037,101.62752098114898,0.03655943786725402,-0.021021761931478977,-6.316538958550666e-11,-3.3421182488169165e-14,1.6944778913341452e-14,1.6153745008296028e-14,-2.8727020762175925e-15,-1.186550857568136e-15
48,0.00038843736602928104,,,0.7083333333333334,0.6887911484238227,0.7152777777777778,7714.015625,0.1177065372467041,53351424.0,96487.9765625,3.472222328186035,2.8627450466156006,3.6367924213409424,232.91127514986422,100.27246734643936,0.025073868804611266,-0.021966369822621346,-5.376994682837477e-11,6.835157440043815e-14,-5.844283390565863e-14,6.7498090450257564e-15,-2.8622937353617317e-15,4.787836793695988e-16
49,-0.0028035061895033265,,,0.6944444444444444,0.6640423948240165,0.7152777777777778,7716.1787109375,0.11773954331874847,53352532.0,96487.9765625,3.2673611640930176,2.6549999713897705,3.354992628097534,243.97974935618961,102.36467364956094,0.0021986670326441526,-0.024626716505736113,-4.2736481020710926e-11,-1.7932010043519853e-13,-1.755887102383724e-14,-3.903127820947816e-16,-1.908629504443482e-15,1.0096090630185017e-15
50,0.00793087289972203,,,0.6701388888888888,0.6175975959253975,0.7152777777777778,7721.015625,0.1178133487701416,53355004.0,96487.9765625,3.1388888359069824,2.6476683616638184,3.6177752017974854,253.77089259376862,104.69998653069312,0.08932953188195825,-0.02588254865258932,-3.1458960436658856e-11,-1.321338871651534e-13,3.174543961037557e-16,-1.7746221159242737e-15,-1.14361645153771e-15,9.992007221626409e-16
51,0.005729958833694235,,,0.6527777777777778,0.5867967538104163,0.7152777777777778,7724.71533203125,0.1178698018193245,53356900.0,96487.9765625,3.1458332538604736,2.420212745666504,3.0872104167938232,251.70951598147826,98.24607415305672,0.07378648838493973,-0.027946817688643932,-2.6644852990642676e-11,-9.287622754206026e-14,-1.7017637299332478e-15,-2.3626933742804113e-15,-8.229094489164979e-16,6.92154666914746e-16
52,0.003812536420413686,,,0.7118055555555556,0.6877186868425805,0.7152777777777778,7727.4765625,0.1179119348526001,53358312.0,96487.9765625,3.159722328186035,2.6048779487609863,3.186094045639038,253.59282636818654,100.33915870938588,0.05933590140193701,-0.028835610020905733,-1.7662257073558507e-11,-5.5359362927109856e-14,-2.667137344314341e-15,-1.5898740657327437e-15,-1.8279648628105605e-16,2.706168622523819e-16
53,-0.002595047118610567,,,0.7291666666666666,0.7115087716705624,0.7291666666666666,7727.2958984375,0.11790917813777924,53358224.0,96487.9765625,3.163194417953491,2.5428571701049805,2.9537017345428467,225.7946690182436,99.73516883013087,0.010343257803469896,-0.031103634741157293,-1.1153317852619082e-11,-3.996412575868469e-14,-3.049643870767227e-15,-1.35828848168984e-15,1.4116312285761268e-16,4.0592529337857286e-16
54,-7.410479932904223e-05,,,0.6909722222222222,0.6756604236972631,0.7291666666666666,7727.982421875,0.11791965365409851,53358572.0,96487.9765625,3.4270832538604736,2.6984925270080566,3.037379741668701,240.6002209505512,100.35931599512709,0.03053462377283722,-0.031127462163567543,-3.881978072328707e-12,-1.8970502252413368e-14,-7.689161807267197e-16,-5.477389375396768e-16,5.627009275199768e-17,1.9255430583342559e-16
55,0.002433206332846611,,,0.6805555555555556,0.6411959583921427,0.7291666666666666,7729.375,0.11794090270996094,53359288.0,96487.9765625,2.7638888359069824,2.1479592323303223,2.4606175422668457,229.82848008051496,104.74527160716711,0.05207438743673265,-0.0326087367720902,-1.8548131780482535e-12,-1.423730924821065e-14,-4.553649124439119e-16,-1.7433970933566911e-16,3.594130201789447e-17,8.456776945386935e-17
56,-0.0005397968345343259,,,0.7083333333333334,0.6889871996314129,0.7291666666666666,7731.89306640625,0.11797932535409927,53360576.0,96487.9765625,3.319444417953491,2.4607841968536377,2.7836060523986816,230.07151909318884,95.24296339480627,0.031205841805785894,-0.03552421648055315,-1.4988739416299524e-12,-8.253489038045903e-15,-6.635317295611287e-17,-2.5435382966509934e-16,7.131339789523405e-17,2.47198095326695e-17
57,-0.0018968626974740594,,,0.6840277777777778,0.6529165563894845,0.7291666666666666,7735.4296875,0.11803328990936279,53362384.0,96487.9765625,3.305555582046509,2.573604106903076,3.154388427734375,244.7995541479363,102.6852716847443,0.022280550096184015,-0.03745545167475939,-1.2098291118922688e-12,-6.140921104957897e-15,-8.606396845189934e-16,-2.0491421059976034e-16,2.5126385347351565e-17,-9.107298248878237e-17
58,0.0012262895178058375,,,0.6979166666666666,0.6496775420027189,0.7291666666666666,7738.677734375,0.11808285117149353,53364048.0,96487.9765625,3.340277671813965,2.4726366996765137,3.1148014068603516,227.78215056838312,103.49570611238862,0.04974635201506317,-0.03993603587150574,-1.1025126124553086e-12,-6.501472537417952e-15,-1.429195303770392e-15,-2.767968146355493e-16,2.382534274036896e-17,-3.3176586478056436e-17
59,-0.000641162216279856,,,0.6770833333333334,0.6131564179091741,0.7291666666666666,7742.54248046875,0.11814182251691818,53366032.0,96487.9765625,3.0763888359069824,2.1282050609588623,2.5996005535125732,256.4732854913958,100.97784197776072,0.03582151932641864,-0.04095081705600023,-6.527122592414614e-13,-3.62942098250385e-15,-6.241751906999049e-16,-2.432949675057472e-16,1.1546753136970622e-17,-5.659535340374333e-17
60,0.003998109459569584,,,0.6875,0.6522922516093724,0.7291666666666666,7745.8916015625,0.11819292604923248,53367740.0,96487.9765625,3.5138888359069824,2.5656566619873047,3.272665023803711,255.96773172899444,104.45709047860763,0.07729388098232448,-0.04530900530517101,-5.9372298744087e-13,-2.7123485749069864e-15,-1.831217469328017e-16,-1.3677210405904638e-16,2.9070170749767588e-18,-4.130810277169772e-17
61,-0.003267496707914267,,,0.6840277777777778,0.6570916269639953,0.7291666666666666,7751.048828125,0.11827161908149719,53370384.0,96487.9765625,3.7326388359069824,2.913705587387085,3.654864549636841,227.85793164645028,100.99529277617849,0.018571164458990097,-0.04471113812178373,-5.18708773850074e-13,-1.666960840196463e-15,-1.5449880957918438e-17,-8.180305391403131e-17,-1.7279472123987727e-19,-2.6346112791397758e-17
62,0.009248038942979021,,,0.7083333333333334,0.6847811567734655,0.7291666666666666,7755.46630859375,0.11833902448415756,53372644.0,96487.9765625,3.8229167461395264,2.975490093231201,3.5829644203186035,226.8088457918876,102.32352937190224,0.12209121196065098,-0.0481069004163146,-5.030305599146301e-13,-9.94891018527011e-16,-1.5937771935536915e-16,-3.04118709382184e-17,-3.9641141931501256e-19,-2.2768245622195593e-18
63,0.00014398472553244534,,,0.71875,0.6983411074359431,0.7291666666666666,7764.6015625,0.11847841739654541,53377324.0,96487.9765625,3.569444417953491,2.8019323348999023,3.4296796321868896,250.4591131860467,101.13330460537811,0.04828883649315685,-0.04713695868849754,-3.9898195424575844e-13,-6.365757530477079e-16,-1.159554223473247e-16,-1.0164395367051604e-17,4.675621868843738e-19,1.6263032587282567e-19
64,-0.005774690827850556,,,0.7152777777777778,0.6995223111912179,0.7291666666666666,7768.404296875,0.11853644251823425,53379272.0,96487.9765625,3.8854167461395264,3.160194158554077,3.9888885021209717,223.1106988134836,93.57055440550808,0.0033234921284019947,-0.049521018750965595,-2.4057090954737737e-13,-2.4145521194431085e-16,-3.2851325826310784e-17,-2.846030702774449e-19,1.2705494208814505e-19,-3.2526065174565133e-19
1,5.875979143800295,,,0.5277777777777778,0.5073317272275482,0.5277777777777778,112959.8828125,0.3803875148296356,1529415296.0,96487.9765625,2.84375,2.401315689086914,2.8544974327087402,95.57627561141021,66.11511344129687,47.00819879770279,-7.823752170565967e-06,-2.494979287348542e-05,-3.916711978035892e-05,-4.4197949591762153e-05,-3.087110053456854e-05,-0.00012111651449231431,-9.752107098393026e-05
2,1.610622810367289,,,0.4722222222222222,0.4087193890109137,0.5277777777777778,123474.46875,0.4157949686050415,1581986048.0,96487.9765625,2.180555582046509,1.933823585510254,2.4168593883514404,121.38017390816783,85.38891904541323,12.885303258895874,-1.1833362805191427e-05,-5.318704461387824e-05,-8.271256956504658e-05,-9.543441410642117e-05,-6.579572891496355e-05,-1.7843133264250355e-06,-1.0028524229710456e-05
3,1.272510757844131,,,0.4826388888888889,0.41332885061226216,0.5277777777777778,128182.40625,0.4316486716270447,1605575424.0,96487.9765625,2.680555582046509,2.4388489723205566,2.8287198543548584,121.4750348094383,84.94512747786307,10.180274248123169,-5.331495572136191e-06,-4.223889391141711e-05,-6.605331236642087e-05,-3.092118913627928e-05,-5.1559569783421466e-05,1.0741351388787734e-05,-2.8222607397765387e-06
