run_id,epoch,model,hidden_dim,num_layers,T,tau,v_threshold,v_reset,tau_response,tau_refractory,input_gain,lr,weight_decay,alpha,label_scale,eval_subset,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,test_acc,test_macro_precision,test_macro_recall,test_macro_f1,best_test_acc,best_test_macro_f1,train_time_sec,test_time_sec,epoch_time_sec,train_speed,test_speed,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,test_confusion_path,best_test_confusion_path,final_test_confusion_path,best_model_path,final_model_path,layer_0_loss,layer_1_loss,train_total_spikes,train_global_spike_rate,train_dense_synops,train_event_synops,train_energy_proxy_synops,train_event_to_dense_ratio,train_layer_0_spike_count,train_layer_0_spike_rate,train_layer_0_active_input_rate,train_layer_0_dense_synops,train_layer_0_event_synops,train_layer_0_event_to_dense_ratio,train_layer_1_spike_count,train_layer_1_spike_rate,train_layer_1_active_input_rate,train_layer_1_dense_synops,train_layer_1_event_synops,train_layer_1_event_to_dense_ratio,test_total_spikes,test_global_spike_rate,test_dense_synops,test_event_synops,test_energy_proxy_synops,test_event_to_dense_ratio,test_layer_0_spike_count,test_layer_0_spike_rate,test_layer_0_active_input_rate,test_layer_0_dense_synops,test_layer_0_event_synops,test_layer_0_event_to_dense_ratio,test_layer_1_spike_count,test_layer_1_spike_rate,test_layer_1_active_input_rate,test_layer_1_dense_synops,test_layer_1_event_synops,test_layer_1_event_to_dense_ratio
20260427_004654,1,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.914587780149413,0.9141394240833348,0.913328160444698,0.9134337231142989,0.9564,0.9568181413817092,0.955672020136066,0.9559478011529178,0.9564,0.9559478011529178,26.633241176605225,4.581094264984131,31.22942066192627,2251.622309216957,2182.884573329041,0.444124219193657,0.4581094264984131,1415.94921875,1434.88671875,33.31689453125,48.0,126.994140625,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,41756629.0,0.13653238916964866,238072960000.0,45359793110.0,45359793110.0,0.19052895847558665,41238311.0,0.13753438834044823,0.19120490962526954,235074560000.0,44947410000.0,0.19120490962526954,518318.0,0.08643243062966915,0.13753438834044823,2998400000.0,412383110.0,0.13753438834044823,7033685.0,0.13791539215686274,39700000000.0,7625474620.0,7625474620.0,0.19207744634760704,6937962.0,0.13875924,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,95723.0,0.095723,0.13875924,500000000.0,69379620.0,0.13875924
20260427_004654,2,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9661986392742796,0.9659855238511902,0.9659374995246331,0.9659418890052415,0.9711,0.9707906885450146,0.9710556805798802,0.9708149405658713,0.9711,0.9708149405658713,26.841389894485474,4.290747880935669,31.15045142173767,2234.161503399656,2330.596035351146,0.44759521568979244,0.4290747880935669,1439.38671875,1438.125,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,41943687.0,0.13714401602423254,238072960000.0,45358947500.0,45358947500.0,0.190525406581243,41363250.0,0.13795107390608324,0.1911959975592425,235074560000.0,44945315000.0,0.1911959975592425,580437.0,0.09679112193169691,0.13795107390608324,2998400000.0,413632500.0,0.13795107390608324,6953663.0,0.13634633333333335,39700000000.0,7624647350.0,7624647350.0,0.19205660831234256,6855235.0,0.1371047,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,98428.0,0.098428,0.1371047,500000000.0,68552350.0,0.1371047
20260427_004654,3,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9776213980789754,0.9775161200178516,0.9774941330251046,0.9774922852597042,0.9723,0.972512374815129,0.9721166573751281,0.972176119620087,0.9723,0.972176119620087,27.254782915115356,4.293379783630371,31.56224250793457,2200.2743586976826,2329.1673469297093,0.4544887759324199,0.4293379783630371,1440.4375,1439.703125,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,42523683.0,0.13904043921463996,238072960000.0,45367065700.0,45367065700.0,0.19055950621187723,41935070.0,0.13985815768409818,0.19120620708595604,235074560000.0,44947715000.0,0.19120620708595604,588613.0,0.09815451574172893,0.13985815768409818,2998400000.0,419350700.0,0.13985815768409818,7099120.0,0.13919843137254903,39700000000.0,7626085760.0,7626085760.0,0.192092840302267,6999076.0,0.13998152,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,100044.0,0.100044,0.13998152,500000000.0,69990760.0,0.13998152
20260427_004654,4,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.983324439701174,0.9832945220689815,0.9831977090797082,0.9832343965978232,0.9764,0.9761866315642578,0.9763767097083249,0.9762083676750202,0.9764,0.9762083676750202,24.00580334663391,4.802479267120361,28.822367191314697,2498.062619862655,2082.257818053247,0.40031022122855375,0.48024792671203614,1440.703125,1439.9375,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,44734992.0,0.14627079540460794,238072960000.0,45386426330.0,45386426330.0,0.190640828467038,44143133.0,0.14722229522411953,0.191194636289014,235074560000.0,44944995000.0,0.191194636289014,591859.0,0.09869580442902881,0.14722229522411953,2998400000.0,441431330.0,0.14722229522411953,7536931.0,0.14778296078431372,39700000000.0,7630463630.0,7630463630.0,0.19220311410579344,7436863.0,0.14873726,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,100068.0,0.100068,0.14873726,500000000.0,74368630.0,0.14873726
20260427_004654,5,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9864927961579509,0.9864755055853387,0.9863958169865347,0.9864236931220992,0.976,0.9760189651240448,0.9757808915281025,0.9758152937368806,0.9764,0.9762083676750202,27.28129744529724,4.3463053703308105,31.62963342666626,2198.135925178929,2300.804740564943,0.454930920579263,0.4346305370330811,1440.93359375,1439.8984375,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,47579992.0,0.15557314227718835,238072960000.0,45417286220.0,45417286220.0,0.19077045213366525,46986622.0,0.15670564967982925,0.19120495216496416,235074560000.0,44947420000.0,0.19120495216496416,593370.0,0.09894777214514408,0.15670564967982925,2998400000.0,469866220.0,0.15670564967982925,8068302.0,0.158202,39700000000.0,7635784680.0,7635784680.0,0.19233714559193954,7968968.0,0.15937936,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99334.0,0.099334,0.15937936,500000000.0,79689680.0,0.15937936
20260427_004654,6,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.987726787620064,0.9877128323515472,0.9876139704333975,0.9876462915471766,0.9797,0.9796330122627263,0.9795469647130831,0.9795522963158657,0.9797,0.9795522963158657,26.592843294143677,4.251196384429932,30.85906147956848,2255.042807446102,2352.2790047115077,0.4434505618687246,0.42511963844299316,1440.88671875,1440.65234375,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,50403706.0,0.16480588993868625,238072960000.0,45443100460.0,45443100460.0,0.19087888208723913,49809046.0,0.16611875,0.19119470009855596,235074560000.0,44945010000.0,0.19119470009855596,594660.0,0.09916288687299893,0.16611875,2998400000.0,498090460.0,0.16611875,8581353.0,0.16826182352941177,39700000000.0,7640911290.0,7640911290.0,0.19246627934508817,8481629.0,0.16963258,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99724.0,0.099724,0.16963258,500000000.0,84816290.0,0.16963258
20260427_004654,7,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.989844583778015,0.9898379739463421,0.9897674578110524,0.9897861518861092,0.9815,0.9815271580278182,0.9813302201695098,0.9813582178465783,0.9815,0.9813582178465783,27.294023752212524,4.343389987945557,31.651976585388184,2197.1110065857856,2302.3490931630677,0.45514313887761015,0.4343389987945557,1441.44921875,1441.21875,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,53218129.0,0.17400825865298095,238072960000.0,45473048690.0,45473048690.0,0.1910046764235636,52622369.0,0.17550149746531482,0.1912024210531331,235074560000.0,44946825000.0,0.1912024210531331,595760.0,0.09934631803628602,0.17550149746531482,2998400000.0,526223690.0,0.17550149746531482,9208093.0,0.1805508431372549,39700000000.0,7647184550.0,7647184550.0,0.1926242959697733,9108955.0,0.1821791,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99138.0,0.099138,0.1821791,500000000.0,91089550.0,0.1821791
20260427_004654,8,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9909118196371398,0.9909221183756948,0.9908633041310718,0.9908777547446999,0.978,0.9782256873254539,0.9776714509100206,0.977839050270136,0.9815,0.9813582178465783,26.34162664413452,4.503573656082153,30.847209215164185,2276.548855928495,2220.458854157926,0.43926138347342786,0.4503573656082153,1441.71875,1441.2265625,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,55811148.0,0.1824866987883734,238072960000.0,45498236860.0,45498236860.0,0.19111047663707798,55215186.0,0.1841488327107791,0.19119927311572976,235074560000.0,44946085000.0,0.19119927311572976,595962.0,0.09938000266808965,0.1841488327107791,2998400000.0,552151860.0,0.1841488327107791,9580331.0,0.18784962745098038,39700000000.0,7650906880.0,7650906880.0,0.19271805743073048,9481188.0,0.18962376,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99143.0,0.099143,0.18962376,500000000.0,94811880.0,0.18962376
20260427_004654,9,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9912786819637139,0.9912826995949853,0.9912177936960453,0.9912342143986148,0.9778,0.9780087340150955,0.9774671043437937,0.9776307475904943,0.9815,0.9813582178465783,27.67837643623352,4.392306327819824,32.07309031486511,2166.601069905835,2276.7082379164626,0.4615524352360179,0.43923063278198243,1441.7265625,1441.3359375,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,57727745.0,0.18875342993387323,238072960000.0,45517687790.0,45517687790.0,0.19119217818772866,57131279.0,0.19053921758271078,0.1912005067668743,235074560000.0,44946375000.0,0.1912005067668743,596466.0,0.09946404749199574,0.19053921758271078,2998400000.0,571312790.0,0.19053921758271078,9964360.0,0.19537960784313727,39700000000.0,7654744820.0,7654744820.0,0.19281473098236776,9864982.0,0.19729964,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99378.0,0.099378,0.19729964,500000000.0,98649820.0,0.19729964
20260427_004654,10,dynsrm,500,2,10,2.0,0.5,0.0,2.0,10.0,1.0,0.001,0.0,0.0,0.0,0,0.9921624866595518,0.9921440402128413,0.9920983837219453,0.9921046578937551,0.9804,0.9804616589198542,0.980055975603744,0.9801718675047011,0.9815,0.9813582178465783,27.158137559890747,4.201974630355835,31.362150192260742,2208.104287996737,2379.833502029776,0.45287716048377047,0.4201974630355835,1442.3359375,1441.8515625,33.31689453125,204.0,127.03564453125,204.0,,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_test_confusion.csv,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_best_model.pth,./result/2layers/dynsrm2/MNIST_dynsrm_BP_v2_20260427_004654_final_model.pth,0.0,0.0,60277380.0,0.1970900166363237,238072960000.0,45543052090.0,45543052090.0,0.19129871821646607,59680709.0,0.199041852321238,0.19119995375084398,235074560000.0,44946245000.0,0.19119995375084398,596671.0,0.09949823239060833,0.199041852321238,2998400000.0,596807090.0,0.199041852321238,10186040.0,0.19972627450980393,39700000000.0,7656961020.0,7656961020.0,0.19287055465994962,10086602.0,0.20173204,0.1927575255102041,39200000000.0,7556095000.0,0.1927575255102041,99438.0,0.099438,0.20173204,500000000.0,100866020.0,0.20173204
