epoch,train_acc,train_macro_f1,test_acc,test_macro_f1,best_test_acc,mean_total_spikes,mean_spike_rate,mean_event_synops_est,mean_dense_synops_est,mean_event_to_dense_ratio,mean_input_events,latency_mean_all,latency_mean_correct,latency_std_correct,train_speed_samples_per_s,test_speed_samples_per_s,train_time_sec,test_time_sec,epoch_time_sec,train_latency_ms_per_sample,test_latency_ms_per_sample,train_cpu_memory_mb,test_cpu_memory_mb,train_gpu_memory_allocated_mb,train_gpu_memory_reserved_mb,test_gpu_memory_allocated_mb,test_gpu_memory_reserved_mb,lr,layer_0_loss,layer_1_loss
1,0.7620326450892857,0.7491247733048771,0.7649,0.7520353348192257,0.7649,1338.1392822265625,0.3345348536968231,1375085.75,5624000.5,0.2445031702518463,1465.5631103515625,1.7065999507904053,1.5467381477355957,0.9049146771430969,12175.148618791185,6092.794347505244,4.9280712604522705,1.6412830352783203,16.74067497253418,0.08213452100753785,0.16412830352783203,2396.23046875,2476.69921875,1440.529296875,1718.0,1231.56640625,2154.0,0.001,2.291386440396309,-0.008885425207803823
2,0.8508126395089286,0.8473146414031373,0.851,0.8473301627920644,0.851,1476.51708984375,0.3691292405128479,1453995.0,5624000.5,0.2585339844226837,1465.5631103515625,1.6829999685287476,1.5458284616470337,0.8835636377334595,12086.224378967787,6112.589111781592,4.964329481124878,1.6359679698944092,16.593735933303833,0.08273882468541463,0.1635967969894409,2613.20703125,2481.375,1440.666015625,2154.0,1231.56640625,2154.0,0.001,0.2202426487846034,-0.034909396299294064
3,0.8713204520089286,0.8693420703893692,0.8738,0.8718567625414153,0.8738,1533.859130859375,0.3834647834300995,1489926.875,5624000.5,0.26492297649383545,1465.5631103515625,1.6591999530792236,1.5200275182724,0.860423743724823,11481.95498646141,5547.606561149862,5.225590944290161,1.8025791645050049,17.233970165252686,0.08709318240483602,0.1802579164505005,2600.3671875,2482.40625,1440.666015625,2154.0,1231.56640625,2154.0,0.001,0.06988510436245374,-0.07597446361822742
4,0.8896309988839286,0.8873747789505181,0.8878,0.8859439248982758,0.8878,1571.06005859375,0.3927650451660156,1512245.5,5624000.5,0.26889148354530334,1465.5631103515625,1.8327000141143799,1.7384545803070068,0.9712406396865845,11546.425733174026,4866.050043360858,5.196413278579712,2.0550549030303955,17.30296802520752,0.08660688797632853,0.20550549030303955,2482.40625,2482.3828125,1440.666015625,2154.0,1231.56640625,2154.0,0.001,0.02245998558854418,-0.12230613135865756
5,0.8732735770089286,0.8709055530069068,0.8712,0.8694243992451398,0.8878,1617.060546875,0.4042651355266571,1535661.625,5624000.5,0.2730550765991211,1465.5631103515625,2.012700080871582,1.9070247411727905,1.0554360151290894,11539.550290042935,5480.432784306245,5.199509382247925,1.8246734142303467,17.269202947616577,0.08665848970413208,0.18246734142303467,2482.3828125,2482.3828125,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.015356821340641804,-0.15718136727809906
6,0.8539167131696429,0.8515317089054426,0.851,0.8488424440983138,0.8878,1671.8021240234375,0.4179505407810211,1561154.5,5624000.5,0.2775879502296448,1465.5631103515625,2.249799966812134,2.128554582595825,1.068915605545044,11593.063221885255,5884.433280638223,5.175508737564087,1.6993989944458008,16.926952600479126,0.08625847895940145,0.16993989944458007,2547.46875,2482.00390625,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.06487447608794485,-0.16924670232193811
7,0.8179059709821429,0.8159433639024967,0.8172,0.8154123256614179,0.8878,1723.1888427734375,0.4307972192764282,1585562.875,5624000.5,0.2819279730319977,1465.5631103515625,2.4767000675201416,2.372124433517456,1.106613039970398,12257.308847767894,6013.246821876711,4.895038604736328,1.6629951000213623,16.804478406906128,0.08158397674560547,0.16629951000213622,2612.9453125,2481.8359375,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.1279573781149728,-0.16826446780136653
8,0.8430001395089286,0.84126367863163,0.8467,0.8449920371964804,0.8878,1745.5247802734375,0.43638116121292114,1598814.0,5624000.5,0.28428417444229126,1465.5631103515625,2.391900062561035,2.303413152694702,1.1103904247283936,11905.803365146863,6080.382807303817,5.0395591259002686,1.6446332931518555,16.923743963241577,0.08399265209833781,0.16446332931518554,2550.33203125,2482.0,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.18109859632594244,-0.1666260606476239
9,0.8799176897321429,0.8788002969910826,0.8824,0.881446960031037,0.8878,1763.041259765625,0.4407603442668915,1606857.375,5624000.5,0.285714328289032,1465.5631103515625,2.3264000415802,2.263485908508301,1.089199185371399,11598.448453555508,5377.852674185114,5.173105716705322,1.859478235244751,16.979940176010132,0.08621842861175537,0.1859478235244751,2583.18359375,2481.69140625,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.20809911723647798,-0.1688787266612053
10,0.9035993303571429,0.9024985015866986,0.9031,0.9020877248952492,0.9031,1769.3885498046875,0.44234710931777954,1611227.25,5624000.5,0.28649136424064636,1465.5631103515625,2.2588000297546387,2.199756383895874,1.0889790058135986,11383.740777843428,5217.158106246678,5.270675182342529,1.9167523384094238,17.592792987823486,0.0878445863723755,0.19167523384094237,2624.66796875,2481.70703125,1440.666015625,2154.0,1231.56640625,2154.0,0.001,-0.2250293173960277,-0.17107653617858887
